,doi,tweets,archive,subject-area,covid,title,authors,abstract,posted
0,10.1101/2021.07.26.21261130,2040,medRxiv,Epidemiology,True,Vaccine effectiveness when combining the ChAdOx1 vaccine as the first dose with an mRNA COVID-19 vaccine as the second dose,"[{'name': 'Mie Agermose Gram'}, {'name': 'Jens Nielsen'}, {'name': 'Astrid Blicher Schelde'}, {'name': 'Katrine Finderup Nielsen'}, {'name': 'Ida Rask Moustsen-Helms'}, {'name': 'Anne Katrine Bjørkholt Sørensen'}, {'name': 'Palle Valentiner-Branth'}, {'name': 'Hanne-Dorthe Emborg'}]","<sec><title>Background</title><p>The recommendations in several countries to stop using the ChAdOx1 vaccine has led to vaccine programs combining different vaccine types, which necessitates new knowledge on vaccine effectiveness (VE). In this study, we aimed to estimate the VE when combining the ChAdOx1 vaccine as the first dose and an mRNA vaccine as the second dose.</p></sec><sec><title>Methods</title><p>This nationwide population-based cohort study estimated VE against SARS-CoV-2 infection, all-cause and COVID-19 related hospitalization and death after receiving the ChAdOx1 vaccine as the first dose followed by an mRNA vaccine as the second dose. VE estimates were obtained using a Cox regression with calendar time as underlying time and adjusted for sex, age, comorbidity, heritage and hospital admission. Information on all individuals was extracted and linked from high-quality national registries.</p></sec><sec><title>Results</title><p>A total of 5,542,079 individuals were included in the analyses (97.6% of the total Danish population). A total of 144,360 were vaccinated with the ChAdOx1 vaccine as the first dose and of these 136,551 individuals received an mRNA vaccine as the second dose. A total of 1,691,464 person-years and 83,034 cases of SARS-CoV-2 infection were included. The VE against SARS-CoV-2 infection when combining the ChAdOx1 and an mRNA vaccine was 88% (95% confidence interval (CI): 83; 92) 14 days after the second dose and onwards. There were no COVID-19 related hospitalizations and deaths among the individuals vaccinated with the combination of the ChAdOx1 and an mRNA vaccine during the study period.</p></sec><sec><title>Conclusion</title><p>In conclusion, this study found a reduction in the risk of SARS-CoV-2 infection when combining the ChAdOx1 and an mRNA vaccine, compared with unvaccinated individuals. This is similar to the VE of two doses of an mRNA vaccine. Longer follow-up time is needed to confirm vaccine induced protection against severe events, such as COVID-19 related hospitalization and death.</p></sec>",2021-07-28
1,10.1101/2021.07.23.21261030,332,medRxiv,Epidemiology,True,Breakthrough Symptomatic COVID-19 Infections Leading to Long Covid: Report from Long Covid Facebook Group Poll,"[{'name': 'Daisy Massey'}, {'name': 'Diana Berrent'}, {'name': 'Harlan Krumholz'}]","<p>Vaccines have been shown to be extremely effective in preventing COVID-19 hospitalizations and deaths. However, a question remains whether vaccine breakthrough cases can still lead to Post-Acute Sequelae of SARS-CoV-2 (PASC), also known as Long Covid. To address this question, the Survivor Corps group, a grassroots COVID-19 organization focused on patient support and research, posted a poll to its 169,900 members that asked about breakthrough cases, Long Covid, and hospitalizations. 1,949 people who self-report being fully vaccinated have responded to date. While robust data are needed in a larger, unbiased sample to extrapolate rates to the population, we analyzed the results of this public poll to determine what people were reporting regarding Long Covid after breakthrough infection and to prompt discussion of how breakthrough cases are measured. The poll was posted in the Survivor Corps Facebook group (∼169,900 members). Of the 1,949 participants who responded to the poll, 44 reported a symptomatic breakthrough case and 24 of those reported that the case led to symptoms of Long Covid. 1 of these 24 cases was reported to have led to hospitalization in addition to Long Covid.</p>",2021-07-26
2,10.1101/2021.07.27.453996,113,bioRxiv,Biochemistry,False,Disruption of the TCA cycle reveals an ATF4-dependent integration of redox and amino acid metabolism,"[{'name': 'Dylan G. Ryan'}, {'name': 'Ming Yang'}, {'name': 'Hiran A. Prag'}, {'name': 'Giovanny Rodriguez Blanco'}, {'name': 'Efterpi Nikitopoulou'}, {'name': 'Marc Segarra-Mondejar'}, {'name': 'Christopher A. Powell'}, {'name': 'Tim Young'}, {'name': 'Nils Burger'}, {'name': 'Jan Lj. Miljkovic'}, {'name': 'Michal Minczuk'}, {'name': 'Michael P. Murphy'}, {'name': 'Alexander von Kriegsheim'}, {'name': 'Christian Frezza'}]","<p>The Tricarboxylic Acid Cycle (TCA) cycle is arguably the most critical metabolic cycle in physiology and exists as an essential interface coordinating cellular metabolism, bioenergetics, and redox homeostasis. Despite decades of research, a comprehensive investigation into the consequences of TCA cycle dysfunction remains elusive. Here, we targeted two TCA cycle enzymes, fumarate hydratase (FH) and succinate dehydrogenase (SDH), and combined metabolomics, transcriptomics, and proteomics analyses to fully appraise the consequences of TCA cycle inhibition (TCAi) in kidney epithelial cells. Our comparative approach shows that TCAi elicits a convergent rewiring of redox and amino acid metabolism dependent on the activation of ATF4 and the integrated stress response (ISR). Furthermore, we also uncover a divergent metabolic response, whereby acute FHi, but not SDHi, can maintain asparagine levels via reductive carboxylation and maintenance of cytosolic aspartate synthesis. Our work highlights an important interplay between the TCA cycle, redox biology and amino acid homeostasis.</p><sec><title>Highlights</title><list list-type=""order""><list-item><p>TCA cycle inhibition promotes GSH synthesis and impairs <italic>de novo</italic> aspartate and proline synthesis</p></list-item><list-item><p>Disruption of mitochondrial thiol redox homeostasis phenocopies TCA cycle inhibition by promoting GSH synthesis and impairing proline and aspartate synthesis</p></list-item><list-item><p>Acute FHi, but not SDHi, can maintain asparagine levels via reductive carboxylation and maintenance of cytosolic aspartate synthesis</p></list-item><list-item><p>TCA cycle inhibition mimics an amino acid deprivation-type response and activates ATF4 via the integrated stress response to maintain redox and amino acid homeostasis</p></list-item></list></sec>",2021-07-27
3,10.1101/2021.07.26.453748,75,bioRxiv,Microbiology,False,Identification of a new family of “megaphages” that are abundant in the marine environment,"[{'name': 'Slawomir Michniewski'}, {'name': 'Branko Rihtman'}, {'name': 'Ryan Cook'}, {'name': 'Michael A. Jones'}, {'name': 'William H Wilson'}, {'name': 'David J Scanlan'}, {'name': 'Andrew Millard'}]","<p>Megaphages – bacteriophages harbouring extremely large genomes – have recently been found to be ubiquitous, being described from a variety of microbiomes ranging from the animal gut to soil and freshwater systems. However, no complete marine megaphage has been identified to date. Here, using both short and long read sequencing, we assembled &gt;900 high-quality draft viral genomes from water in the English Channel. One of these genomes included a novel megaphage, Mar_Mega_1 at &gt;650 Kb, making it one of the largest phage genomes assembled to date. Utilising phylogenetic and network approaches, we found this phage represents a new family of bacteriophages. Genomic analysis showed Mar_Mega_1 shares relatively few homologues with its closest relatives, but, as with other mega-phages Mar_Mega_1 contained a variety of auxiliary metabolic genes responsible for carbon metabolism and nucleotide biosynthesis, including isocitrate dehydrogenase [NADP] and nicotinamide-nucleotide amidohydrolase [PncC] which have not previously been identified in megaphages. The results of this study indicate that phages containing extremely large genomes can be found in abundance in the marine environment and augment host metabolism by mechanisms not previously described.</p>",2021-07-26
4,10.1101/2021.07.30.454437,68,bioRxiv,Microbiology,True,Highly efficient SARS-CoV-2 infection of human cardiomyocytes: spike protein-mediated cell fusion and its inhibition,"[{'name': 'Chanakha K. Navaratnarajah'}, {'name': 'David R. Pease'}, {'name': 'Peter Halfmann'}, {'name': 'Biruhalem Taye'}, {'name': 'Alison Barkhymer'}, {'name': 'Kyle G. Howell'}, {'name': 'Jon E. Charlesworth'}, {'name': 'Trace A. Christensen'}, {'name': 'Yoshihiro Kawaoka'}, {'name': 'Roberto Cattaneo'}, {'name': 'Jay W. Schneider'}, {'name': ' '}]","<p>Severe cardiovascular complications can occur in coronavirus disease of 2019 (COVID-19) patients. Cardiac damage is attributed mostly to a bystander effect: the aberrant host response to acute respiratory infection. However, direct infection of cardiac tissue by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) also occurs. We examined here the cardiac tropism of SARS-CoV-2 in human induced pluripotent stem cell-derived cardiomyocytes (hiPSC-CM) that beat spontaneously. These cardiomyocytes express the angiotensin I converting-enzyme 2 (ACE2) receptor and a subset of the proteases that mediate spike protein cleavage in the lungs, but not transmembrane protease serine 2 (TMPRSS2). Nevertheless, SARS-CoV-2 infection was productive: viral transcripts accounted for about 88% of total mRNA. In the cytoplasm of infected hiPSC-CM, smooth walled exocytic vesicles contained numerous 65-90 nm particles with typical ribonucleocapsid structures, and virus-like particles with knob-like spikes covered the cell surface. To better understand the mechanisms of SARS-CoV-2 spread in hiPSC-CM we engineered an expression vector coding for the spike protein with a monomeric emerald-green fluorescent protein fused to its cytoplasmic tail (S-mEm). Proteolytic processing of S-mEm and the parental spike were equivalent. Live cell imaging tracked spread of S-mEm signal from cell to cell and documented formation of syncytia. A cell-permeable, peptide-based molecule that blocks the catalytic site of furin abolished cell fusion. A spike mutant with the single amino acid change R682S that inactivates the furin cleavage site was fusion inactive. Thus, SARS-CoV-2 can replicate efficiently in hiPSC-CM and furin activation of its spike protein is required for fusion-based cytopathology. This hiPSC-CM platform provides an opportunity for target-based drug discovery in cardiac COVID-19.</p>",2021-07-30
5,10.1101/2021.07.23.453379,65,bioRxiv,Bioinformatics,False,"AlphaPept, a modern and open framework for MS-based proteomics","[{'name': 'Maximilian T. Strauss'}, {'name': 'Isabell Bludau'}, {'name': 'Wen-Feng Zeng'}, {'name': 'Eugenia Voytik'}, {'name': 'Constantin Ammar'}, {'name': 'Julia Schessner'}, {'name': 'Rajesh Ilango'}, {'name': 'Michelle Gill'}, {'name': 'Florian Meier'}, {'name': 'Sander Willems'}, {'name': 'Matthias Mann'}]","<p>In common with other omics technologies, mass spectrometry (MS)-based proteomics produces ever-increasing amounts of raw data, making their efficient analysis a principal challenge. There is a plethora of different computational tools that process the raw MS data and derive peptide and protein identification and quantification. During the last decade, there has been dramatic progress in computer science and software engineering, including collaboration tools that have transformed research and industry. To leverage these advances, we developed AlphaPept, a Python-based open-source framework for efficient processing of large high-resolution MS data sets. Using Numba for just-in-time machine code compilation on CPU and GPU, we achieve hundred-fold speed improvements while maintaining clear syntax and rapid development speed. AlphaPept uses the Python scientific stack of highly optimized packages, reducing the code base to domain-specific tasks while providing access to the latest advances in machine learning. We provide an easy on-ramp for community validation and contributions through the concept of literate programming, implemented in Jupyter Notebooks of the different modules. A framework for continuous integration, testing, and benchmarking enforces solid software engineering principles. Large datasets can rapidly be processed as shown by the analysis of hundreds of cellular proteomes in minutes per file, many-fold faster than the data acquisiton. The AlphaPept framework can be used to build automated processing pipelines using efficient HDF5 based file formats, web-serving functionality and compatibility with downstream analysis tools. Easy access for end-users is provided by one-click installation of the graphical user interface, for advanced users via a modular Python library, and for developers via a fully open GitHub repository.</p>",2021-07-26
6,10.1101/2021.07.23.21261041,58,medRxiv,Public and Global Health,True,The impact of large mobile air purifiers on aerosol concentration in classrooms and the reduction of airborne transmission of SARS-CoV-2,"[{'name': 'F. F. Duill'}, {'name': 'F. Schulz'}, {'name': 'A. Jain'}, {'name': 'L. Krieger'}, {'name': 'B. van Wachem'}, {'name': 'F. Beyrau'}]","<p>In the wake of the SARS-CoV-2 pandemic, an increased risk of infection by virus-containing aerosols indoors is assumed. Especially in schools, the duration of stay is long and the number of people in the rooms is large, increasing the risk of infection. This problem particularly affects schools without pre-installed ventilation systems that are equipped with filters and/or operate with fresh air. Here, the aerosol concentration is reduced by natural ventilation. In this context, we are investigating the effect of large mobile air purifiers (AP) with HEPA filters on particle concentration and their suitability for classroom use in a primary school in Germany. The three tested APs differ significantly in their air outlet characteristics. Measurements of the number of particles, the particle size distribution, and the CO<sub>2</sub> concentration were carried out in the classroom with students (April/May 2021) and with an aerosol generator without students. In this regard, the use of APs leads to a substantial reduction in aerosol particles. At the same time, the three APs are found to have differences in their particle decay rate, noise level, and flow velocity. In addition to the measurements, the effect of various influencing parameters on the potential inhaled particle dose was investigated using a calculation model. The parameters considered include the duration of stay, particle concentration in exhaled air, respiratory flow rate, virus lifetime, ventilation interval, ventilation efficiency, AP volumetric flow, as well as room size. Based on the resulting effect diagrams, significant recommendations can be derived for reducing the risk of infection from virus-laden aerosols. Finally, the measurements were compared to computational fluid dynamics (CFD) modeling, as such tools can aid the optimal placement and configuration of APs and can be used to study the effect of the spread of aerosols from a source in the classroom.</p>",2021-07-26
7,10.1101/2021.07.23.453492,57,bioRxiv,Scientific Communication and Education,False,Delineating Medical Education: Bibliometric Research Approach(es),"[{'name': 'Lauren A. Maggio'}, {'name': 'Anton Ninkov'}, {'name': 'Jason R. Frank'}, {'name': 'Joseph A. Costello'}, {'name': 'Anthony R. Artino'}]","<sec><title>Background</title><p>The field of medical education remains poorly delineated such that there is no broad consensus of the articles and journals that comprise “the field.” This lack of consensus has implications for conducting bibliometric studies and other research designs (e.g., systematic reviews); it also challenges the field to compare citation scores in the field and across others and for an individual to identify themselves as “a medical education researcher.” Other fields have utilized bibliometric field delineation, which is the assigning of articles or journals to a certain field in an effort to define that field.</p></sec><sec><title>Process</title><p>In this <italic>Research Approach</italic>, three bibliometric field delineation approaches -- information retrieval, core journals, and journal co-citation -- are introduced. For each approach, the authors describe their attempt to apply it in the medical education context and identify related strengths and weaknesses. Based on co-citation, the authors propose the Medical Education Journal List 24 (MEJ-24), as a starting point for delineating medical education and invite the community to collaborate on improving and potentially expanding this list.</p></sec><sec><title>Pearls</title><p>As a research approach, field delineation is complicated, and there is no clear best way to delineate the field of medical education. However, recent advances in information and computer science provide potentially more fruitful approaches to deal with the complexity of the field. When considering these emerging approaches, researchers should consider collaborating with bibliometricians.</p><p>Bibliometric approaches rely on available metadata for articles and journals, which necessitates that researchers examine the metadata prior to analysis to understand its strengths and weaknesses, and to assess how this might affect their data interpretation. While using bibliometric approaches for field delineation is valuable, it is important to remember that these techniques are only as good as the research team’s interpretation of the data, which suggests that an expanded research approach is needed to better delineate medical education, an approach that includes active discussion within the medical education community.</p></sec>",2021-07-26
8,10.1101/2021.07.24.21261040,51,medRxiv,Epidemiology,True,Novel risk factors for Coronavirus disease-associated mucormycosis (CAM): a case control study during the outbreak in India,"[{'name': 'Umang Arora'}, {'name': 'Megha Priyadarshi'}, {'name': 'Varidh Katiyar'}, {'name': 'Manish Soneja'}, {'name': 'Prerna Garg'}, {'name': 'Ishan Gupta'}, {'name': 'Vishwesh Bharadiya'}, {'name': 'Parul Berry'}, {'name': 'Tamoghna Ghosh'}, {'name': 'Lajjaben Patel'}, {'name': 'Radhika Sarda'}, {'name': 'Shreya Garg'}, {'name': 'Shubham Agarwal'}, {'name': 'Veronica Arora'}, {'name': 'Aishwarya Ramprasad'}, {'name': 'Amit Kumar'}, {'name': 'Rohit Kumar Garg'}, {'name': 'Parul Kodan'}, {'name': 'Neeraj Nischal'}, {'name': 'Gagandeep Singh'}, {'name': 'Pankaj Jorwal'}, {'name': 'Arvind Kumar'}, {'name': 'Upendra Baitha'}, {'name': 'Ved Prakash Meena'}, {'name': 'Animesh Ray'}, {'name': 'Prayas Sethi'}, {'name': 'Immaculata Xess'}, {'name': 'Naval Vikram'}, {'name': 'Sanjeev Sinha'}, {'name': 'Ashutosh Biswas'}, {'name': 'Alok Thakar'}, {'name': 'Sushma Bhatnagar'}, {'name': 'Anjan Trikha'}, {'name': 'Naveet Wig'}]","<sec><title>Background</title><p>The epidemiology of the Coronavirus-disease associated mucormycosis (CAM) syndemic is poorly elucidated. We aimed to identify risk factors that may explain the burden of cases and help develop preventive strategies.</p></sec><sec><title>Methods</title><p>We performed a case-control study comparing cases diagnosed with CAM and those who had recovered from COVID-19 without developing mucormycosis (controls). Information on comorbidities, glycemic control, and practices related to COVID-19 prevention and treatment was recorded.</p></sec><sec><title>Results</title><p>352 patients (152 cases and 200 controls) diagnosed with COVID-19 during April-May 2021 were included. In the CAM group, symptoms of mucormycosis began a mean 18.9 (SD 9.1) days after onset of COVID-19, and predominantly rhino-sinus and orbital involvement was present. All, but one, CAM cases carried conventional risk factors of diabetes and steroid use. On multivariable regression, increased odds of CAM were associated with the presence of diabetes (adjusted OR 3.5, 95%CI 1.1-11), use of systemic steroids (aOR 7.7,95% CI 2.4-24.7), prolonged use of cloth and surgical masks (vs no mask, aOR 6.9, 95%CI 1.5-33.1), and repeated nasopharyngeal swab testing during the COVID-19 illness (aOR 1.6,95% CI 1.2-2.2). Zinc therapy, probably due to its utility in immune function, was found to be protective (aOR 0.05, 95%CI 0.01-0.19). Notably, the requirement of oxygen supplementation or hospitalization did not affect the risk of CAM.</p></sec><sec><title>Conclusion</title><p>Judicious use of steroids and stringent glycemic control are vital to preventing mucormycosis. Use of clean masks, preference for N95 masks if available, and minimizing swab testing after the diagnosis of COVID-19 may further reduce the incidence of CAM.</p></sec>",2021-07-26
9,10.1101/2021.07.22.453458,46,bioRxiv,Cancer Biology,False,Epithelial-mesenchymal plasticity determines estrogen receptor positive (ER+) breast cancer dormancy and reacquisition of an epithelial state drives awakening,"[{'name': 'Patrick Aouad'}, {'name': 'Yueyun Zhang'}, {'name': 'Céline Stibolt'}, {'name': 'Sendurai A. Mani'}, {'name': 'George Sflomos'}, {'name': 'Cathrin Brisken'}]","<p>Estrogen receptor α-positive (ER+) breast cancers (BCs) represent more than 70% of all breast cancers and pose a particular clinical challenge because they recur up to decades after initial diagnosis and treatment. The mechanisms governing tumor cell dormancy and latent disease remain elusive due to a lack of adequate models. Here, we compare tumor progression of ER+ and triple-negative (TN) BC subtypes with a clinically relevant mouse intraductal xenografting approach (MIND). Both ER+ and TN BC cells disseminate already during the <italic>in situ</italic>stage. However, TN disseminated tumor cells (DTCs) proliferate at the same rate as cells at the primary site and give rise to macro-metastases. ER+ DTCs have low proliferative indices, form only micro-metastases and lose epithelial characteristics. Expression of <italic>CDH1</italic> is decreased whereas the mesenchymal marker <italic>VIM</italic> and the transcription factors, <italic>ZEB1</italic>/<italic>ZEB2,</italic> which control epithelial-mesenchymal plasticity (EMP) are increased. EMP is not detected earlier during ER+ BC development and not required for invasion or metastasis. <italic>In vivo</italic>, forced transition to the epithelial state through ectopic E-cadherin expression overcomes dormancy with increased growth of lung metastases. We conclude that EMP is essential for the generation of a dormant cell state and the development of latent disease. Targeting exit from EMP is of therapeutic potential.</p>",2021-07-26
