,doi,tweets,archive,subject-area,covid,title,authors,abstract,posted
0,10.1101/2021.10.19.21265208,1705,medRxiv,Infectious Diseases (except HIV/AIDS),True,Airborne transmission of SARS-CoV-2 over distances greater than two metres: a rapid systematic review,"[{'name': 'Jennifer C Palmer'}, {'name': 'Daphne Duval'}, {'name': 'Isobel Tudge'}, {'name': 'Jason Kwasi Sarfo-Annin'}, {'name': 'Nicola Pearce-Smith'}, {'name': 'Emer O’Connell'}, {'name': 'Allan Bennett'}, {'name': 'Rachel Clark'}]","<sec><title>Objective</title><p>To evaluate the potential for long-distance (over two metres) airborne transmission of SARS-CoV-2 in indoor community settings and investigate factors which may impact this transmission.</p></sec><sec><title>Design</title><p>Systematic review and narrative synthesis.</p></sec><sec><title>Data source</title><p>MEDLINE, Embase, medRxiv, Arxiv and WHO COVID-19 Research Database for studies published from 27 July 2020 to 21 April 2021; existing relevant rapid systematic reviews for studies published between 1 January to 27 July 2020.</p></sec><sec><title>Eligibility criteria for study selection</title><p>Observational studies that included a thorough epidemiological assessment of routes of transmission and which reported on the likelihood of airborne transmission of SARS-CoV-2 at a distance greater than two metres in indoor community settings.</p></sec><sec><title>Data extraction and synthesis</title><p>Data extraction was completed by one reviewer and independently checked by a second reviewer. Primary outcomes were COVID-19 infections via airborne transmission over distances greater than two metres and any factors that may have modified transmission risk. Included studies were rated using a quality criteria checklist (QCC) for primary research and certainty of key outcomes was determined using GRADE. Narrative synthesis was themed by setting.</p></sec><sec><title>Results</title><p>Of the 3,780 articles screened for inclusion, 15 publications reporting on 13 epidemiological investigations were included (three high, six medium and four low quality). Airborne transmission at distances greater than two metres was likely to have occurred for some or all transmission events in 12 studies and was unclear in one study (GRADE: very low certainty). In all studies, one or more factors plausibly increased the likelihood of long-distance airborne transmission occurring, particularly insufficient air replacement (GRADE: very low certainty), recirculating air flow (GRADE: very low certainty) and singing (GRADE: very low certainty). In nine studies, the primary cases were reported as being asymptomatic, presymptomatic or around symptom onset at the time of transmission.</p></sec><sec><title>Conclusion</title><p>This rapid systematic review found evidence of long-distance airborne transmission of SARS-CoV-2 in indoor community settings and identified factors that likely contributed to this transmission in all included studies. These results strengthen the need for adequate mitigation measures in indoor community settings, particularly adequate ventilation with fresh air, and caution required with the use of recirculating air flow systems.</p></sec><sec><title>Systematic review registration</title><p>PROSPERO CRD42021236762</p></sec>",2021-10-20
1,10.1101/2021.10.18.21264623,419,medRxiv,Infectious Diseases (except HIV/AIDS),True,SARS-CoV-2 variants associated with vaccine breakthrough in the Delaware Valley through summer 2021,"[{'name': 'Andrew D. Marques'}, {'name': 'Scott Sherrill-Mix'}, {'name': 'John Everett'}, {'name': 'Shantan Reddy'}, {'name': 'Pascha Hokama'}, {'name': 'Aoife M. Roche'}, {'name': 'Young Hwang'}, {'name': 'Abigail Glascock'}, {'name': 'Samantha A. Whiteside'}, {'name': 'Jevon Graham-Wooten'}, {'name': 'Layla A. Khatib'}, {'name': 'Ayannah S. Fitzgerald'}, {'name': 'Ahmed M. Moustafa'}, {'name': 'Colleen Bianco'}, {'name': 'Swetha Rajagopal'}, {'name': 'Jenna Helton'}, {'name': 'Regan Deming'}, {'name': 'Lidiya Denu'}, {'name': 'Azad Ahmed'}, {'name': 'Eimear Kitt'}, {'name': 'Susan E. Coffin'}, {'name': 'Claire Newbern'}, {'name': 'Josh Chang Mell'}, {'name': 'Paul J. Planet'}, {'name': 'Nitika Badjatia'}, {'name': 'Bonnie Richards'}, {'name': 'Zi-Xuan Wang'}, {'name': 'Carolyn C. Cannuscio'}, {'name': 'Katherine M. Strelau'}, {'name': 'Anne Jaskowiak-Barr'}, {'name': 'Leigh Cressman'}, {'name': 'Sean Loughrey'}, {'name': 'Arupa Ganguly'}, {'name': 'Michael D. Feldman'}, {'name': 'Ronald G. Collman'}, {'name': 'Kyle G. Rodino'}, {'name': 'Brendan J. Kelly'}, {'name': 'Frederic D. Bushman'}]","<p>The severe acute respiratory coronavirus-2 (SARS-CoV-2) is the cause of the global outbreak of COVID-19. Evidence suggests that the virus is evolving to allow efficient spread through the human population, including vaccinated individuals. Here we report a study of viral variants from surveillance of the Delaware Valley, including the city of Philadelphia, and variants infecting vaccinated subjects. We sequenced and analyzed complete viral genomes from 2621 surveillance samples from March 2020 to September 2021 and compared them to genome sequences from 159 vaccine breakthroughs. In the early spring of 2020, all detected variants were of the B.1 and closely related lineages. A mixture of lineages followed, notably including B.1.243 followed by B.1.1.7 (alpha), with other lineages present at lower levels. Later isolations were dominated by B.1.617.2 (delta) and other delta lineages; delta was the exclusive variant present by the last time sampled. To investigate whether any variants appeared preferentially in vaccine breakthroughs, we devised a model based on Bayesian autoregressive moving average logistic multinomial regression to allow rigorous comparison. This revealed that B.1.617.2 (delta) showed three-fold enrichment in vaccine breakthrough cases (odds ratio of 3; 95% credible interval 0.89-11). Viral point substitutions could also be associated with vaccine breakthroughs, notably the N501Y substitution found in the alpha, beta and gamma variants (odds ratio 2.04; 95% credible interval of 1.25-3.18). This study thus provides a detailed picture of viral evolution in the Delaware Valley and a geographically matched analysis of vaccine breakthroughs; it also introduces a rigorous statistical approach to interrogating enrichment of viral variants.</p><sec><title>Importance</title><p>SARS-CoV-2 vaccination is highly effective at reducing viral infection, hospitalization and death. However, vaccine breakthrough infections have been widely observed, raising the question of whether particular viral variants or viral mutations are associated with breakthrough. Here we report analysis of 2621 surveillance isolates from xsxpeople diagnosed with COVID-19 in the Delaware Valley in South Eastern Pennsylvania, allowing rigorous comparison to 159 vaccine breakthrough case specimens. Our best estimate is a three-fold enrichment for some lineages of delta among breakthroughs, and enrichment of a notable spike substitution, N501Y. We introduce statistical methods that should be widely useful for evaluating vaccine breakthroughs and other viral phenotypes.</p></sec>",2021-10-20
2,10.1101/2021.10.22.465012,96,bioRxiv,Neuroscience,False,Hippocampal spatio-temporal cognitive maps adaptively guide reward generalization,"[{'name': 'Mona M Garvert'}, {'name': 'Tankred Saanum'}, {'name': 'Eric Schulz'}, {'name': 'Nicolas W Schuck'}, {'name': 'Christian F. Doeller'}]","<p>The brain forms cognitive maps of relational knowledge, an organizing principle thought to underlie our ability to generalize and make inferences. However, how can a relevant map be selected in situations where a stimulus is embedded in multiple relational structures? Here, we find that both spatial and temporal cognitive maps influence generalization in a choice task, where spatial location determines reward magnitude. Mirroring behavior, the hippocampus not only builds a map of spatial relationships but also encodes temporal distances. As the task progresses, participants' choices become more influenced by spatial relationships, reflected in a strengthening of the spatial and a weakening of the temporal map. This change is driven by orbitofrontal cortex, which represents the evidence that an observed outcome is generated from the spatial rather than the temporal map and updates hippocampal representations accordingly. Taken together, this demonstrates how hippocampal cognitive maps are used and updated flexibly for inference.</p>",2021-10-23
3,10.1101/2021.10.18.21265113,90,medRxiv,Infectious Diseases (except HIV/AIDS),True,"Immune Responses in Fully Vaccinated Individuals Following Breakthrough Infection with the SARS-CoV-2 Delta Variant in Provincetown, Massachusetts","[{'name': 'Ai-ris Y. Collier'}, {'name': 'Catherine M. Brown'}, {'name': 'Katherine Mcmahan'}, {'name': 'Jingyou Yu'}, {'name': 'Jinyan Liu'}, {'name': 'Catherine Jacob-Dolan'}, {'name': 'Abishek Chandrashekar'}, {'name': 'Dylan Tierney'}, {'name': 'Jessica L. Ansel'}, {'name': 'Marjorie Rowe'}, {'name': 'Daniel Sellers'}, {'name': 'Kunza Ahmad'}, {'name': 'Ricardo Aguayo'}, {'name': 'Tochi Anioke'}, {'name': 'Sarah Gardner'}, {'name': 'Mazuba Siamatu'}, {'name': 'Lorraine Bermudez Rivera'}, {'name': 'Michele R. Hacker'}, {'name': 'Lawrence C. Madoff'}, {'name': 'Dan H. Barouch'}]","<sec><title>Background</title><p>A cluster of over a thousand infections with the SARS-CoV-2 delta variant was identified in a predominantly fully vaccinated population in Provincetown, Massachusetts in July 2021. Immune responses in breakthrough infections with the SARS-CoV-2 delta variant remain to be defined.</p></sec><sec><title>Methods</title><p>Humoral and cellular immune responses were assessed in 35 vaccinated individuals who were tested for SARS-CoV-2 in the Massachusetts Department of Public Health outbreak investigation.</p></sec><sec><title>Results</title><p>Vaccinated individuals who tested positive for SARS-CoV-2 demonstrated substantially higher antibody responses than vaccinated individuals who tested negative for SARS-CoV-2, including 28-fold higher binding antibody titers and 34-fold higher neutralizing antibody titers against the SARS-CoV-2 delta variant. Vaccinated individuals who tested positive also showed 4.4-fold higher Spike-specific CD8+ T cell responses against the SARS-CoV-2 delta variant than vaccinated individuals who tested negative.</p></sec><sec><title>Conclusions</title><p>Fully vaccinated individuals developed robust anamnestic antibody and T cell responses following infection with the SARS-CoV-2 delta variant. These data suggest important immunologic benefits of vaccination in the context of breakthrough infections.</p></sec>",2021-10-20
4,10.1101/2021.10.21.465374,41,bioRxiv,Neuroscience,False,Neural knowledge assembly in humans and deep networks,"[{'name': 'Stephanie M Nelli'}, {'name': 'Lukas Braun'}, {'name': 'Tsvetomira Dumbalska'}, {'name': 'Andrew Saxe'}, {'name': 'Christopher Summerfield'}]","<p>Human understanding of the world can change rapidly when new information comes to light, such as when a plot twist occurs in a work of fiction. This flexible knowledge assembly requires few-shot reorganisation of neural codes for relations among objects and events. However, existing computational theories are largely silent about how this could occur. Here, participants learned a transitive ordering among novel objects within two distinct contexts, before exposure to new knowledge revealing how the contexts were linked. BOLD signals in dorsal frontoparietal cortical areas revealed that objects were rapidly and dramatically rearranged on the neural manifold after minimal exposure to the linking information. We then adapt stochastic online gradient descent to permit similar rapid knowledge assembly in a neural network model.</p>",2021-10-23
5,10.1101/2021.10.17.21265101,33,medRxiv,Epidemiology,True,Time-Varying Effectiveness of Three Covid-19 Vaccines in Puerto Rico,"[{'name': 'Mónica M. Robles Fontán'}, {'name': 'Elvis G. Nieves'}, {'name': 'Iris Cardona Gerena'}, {'name': 'Rafael A. Irizarry'}]","<sec><title>Background</title><p>As of October 1, 2021 2,217,547 individuals were fully vaccinated against COVID-19 in Puerto Rico. Since the vaccination process commenced on December 15, 2020 111,052 laboratory-confirmed SARS-CoV-2 infections have been reported. These data permitted us to quantify the benefits of the immunization campaign and to compare effectiveness of the mRNA-1273 (Moderna), BNT162b2 (Pfizer), and Ad26.COV2.S (J&amp;J) vaccines.</p></sec><sec><title>Methods</title><p>Department of Health databases holding vaccination status, SARS-CoV-2 test results, and COVID-19 hospitalizations and deaths were integrated. We fit a statistical model that adjusted for time-varying incidence rates and age to estimate vaccine effectiveness and hospitalization and death relative risks. Code and data are provided here: <ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/rafalab/vax-eff-pr"">https://github.com/rafalab/vax-eff-pr</ext-link>.</p></sec><sec><title>Results</title><p>At the peak of their protection, mRNA-1273, BNT162b2, and Ad26.COV2.S had an effectiveness of 90% (88%-91%), 87% (85%-89%), and 58% (51%-65%), respectively. After four months, effectiveness waned to about 70%, 60%, and 30%. We found no evidence that effectiveness was different after the Delta variant became dominant. For those infected, the vaccines provided further protection against hospitalization and deaths across all age groups. All vaccines had a lower effectiveness for those over 85 years, with a larger decrease for the Ad26.COV2.S vaccine. Overall, thousands of hospitalizations and deaths were avoided thanks to the vaccines.</p></sec><sec><title>Conclusions</title><p>The mRNA-1273 and BNT162b2 vaccines were highly effective across all age groups. They were still effective after four months although the protection waned. The Ad26.COV2.S vaccine was effective but to a lesser degree, especially for older age groups.</p></sec>",2021-10-18
6,10.1101/2021.10.21.465323,26,bioRxiv,Genomics,False,Defining cellular complexity in human autosomal dominant polycystic kidney disease by multimodal single cell analysis,"[{'name': 'Yoshiharu Muto'}, {'name': 'Eryn E. Dixon'}, {'name': 'Yasuhiro Yoshimura'}, {'name': 'Haojia Wu'}, {'name': 'Kohei Omachi'}, {'name': 'Andrew J. King'}, {'name': 'Eric N. Olson'}, {'name': 'Marvin G. Gunawan'}, {'name': 'Jay J. Kuo'}, {'name': 'Jennifer Cox'}, {'name': 'Jeffrey H. Miner'}, {'name': 'Stephen L. Seliger'}, {'name': 'Owen M. Woodward'}, {'name': 'Paul A. Welling'}, {'name': 'Terry J. Watnick'}, {'name': 'Benjamin D. Humphreys'}]","<p>Autosomal dominant polycystic kidney disease (ADPKD) is the leading genetic cause of end stage renal disease and is characterized by the formation and progressive expansion of kidney cysts. Most ADPKD cases arise from mutations in either the <italic>PKD1</italic> or <italic>PKD2</italic> gene but the precise downstream signaling pathways driving cyst growth are not well understood, and relatively few studies investigate human cystic kidney due to sample scarcity. In order to better understand the cell types and states driving human ADPKD progression, we analyzed eight ADPKD and five healthy human kidney samples, generating a single cell multiomic atlas consisting of ~100,000 single nucleus transcriptomes and ~50,000 single nucleus epigenomes. The integrated datasets identified 11 primary cell clusters including most epithelial cell types as well as large endothelial and fibroblast cell clusters. Proximal tubular cells from ADPKD kidneys expressed a failed repair transcriptomic signature characterized by profibrotic and proinflammatory transcripts. We identified the G protein-coupled receptor GPRC5A as specifically upregulated in cyst lining cells derived from collecting duct. The principal cell subpopulation enriched for GPRC5A expression also exhibited increased transcription factor binding motif availability for NF-κB, TEAD, CREB and retinoic acid receptor families and we identified and validated a distal enhancer regulating GPRC5A expression containing these transcription factor binding motifs. This study establishes the single cell transcriptomic and epigenomic landscape of ADPKD, revealing previously unrecognized cellular heterogeneity.</p>",2021-10-22
7,10.1101/2021.10.20.465093,26,bioRxiv,Genomics,False,Inherited MUTYH mutations cause elevated somatic mutation rates and distinctive mutational signatures in normal human cells,"[{'name': 'Philip S. Robinson'}, {'name': 'Laura E. Thomas'}, {'name': 'Federico Abascal'}, {'name': 'Hyunchul Jung'}, {'name': 'Luke M.R. Harvey'}, {'name': 'Hannah D. West'}, {'name': 'Sigurgeir Olafsson'}, {'name': 'Bernard C. H. Lee'}, {'name': 'Tim H.H. Coorens'}, {'name': 'Henry Lee-Six'}, {'name': 'Laura Butlin'}, {'name': 'Nicola Lander'}, {'name': 'Mathijs A. Sanders'}, {'name': 'Stefanie V. Lensing'}, {'name': 'Simon J.A. Buczacki'}, {'name': 'Rogier ten Hoppen'}, {'name': 'Nicholas Coleman'}, {'name': 'Roxanne Brunton-Sim'}, {'name': 'Simon Rushbrook'}, {'name': 'Kourosh Saeb-Parsy'}, {'name': 'Fiona Lalloo'}, {'name': 'Peter J. Campbell'}, {'name': 'Iñigo Martincorena'}, {'name': 'Julian R. Sampson'}, {'name': 'Michael R. Stratton'}]","<p>Cellular DNA damage caused by reactive oxygen species is repaired by the base excision repair (BER) pathway which includes the DNA glycosylase MUTYH. Inherited biallelic <italic>MUTYH</italic> mutations cause predisposition to colorectal adenomas and carcinoma. However, the mechanistic progression from germline <italic>MUTYH</italic> mutations to <bold>M</bold>UTYH-<bold>A</bold>ssociated <bold>P</bold>olyposis (MAP) is incompletely understood. Here, we sequenced normal tissue DNAs from 10 individuals with MAP. Somatic base substitution mutation rates in intestinal epithelial cells were elevated 2 to 5-fold in all individuals, except for one showing a 33-fold increase, and were also increased in other tissues. The increased mutation burdens were of multiple mutational signatures characterised by C&gt;A changes. Different mutation rates and signatures between individuals were likely due to different <italic>MUTYH</italic> mutations or additional inherited mutations in other BER pathway genes. The elevated base substitution rate in normal cells likely accounts for the predisposition to neoplasia in MAP. Despite ubiquitously elevated mutation rates, individuals with MAP do not display overt evidence of premature ageing. Thus, accumulation of somatic mutations may not be sufficient to cause the global organismal functional decline of ageing.</p><p><bold>Summary</bold></p>",2021-10-21
8,10.1101/2021.10.22.465484,25,bioRxiv,Evolutionary Biology,False,Genomic insights into variation in thermotolerance between hybridizing swordtail fishes,"[{'name': 'Cheyenne Payne'}, {'name': 'Stephen Bovio'}, {'name': 'Dan Powell'}, {'name': 'Theresa Gunn'}, {'name': 'Shreya Banerjee'}, {'name': 'Victoria Grant'}, {'name': 'Gil Rosenthal'}, {'name': 'Molly Schumer'}]","<p>Understanding how organisms adapt to changing environments is a core focus of research in evolutionary biology. One common mechanism is adaptive introgression, which has received increasing attention as a potential route to rapid adaptation in populations struggling in the face of ecological change, particularly global climate change. However, hybridization can also result in deleterious genetic interactions that may limit the benefits of adaptive introgression. Here, we used a combination of genome-wide quantitative trait locus mapping and differential gene expression analyses between the swordtail fish species Xiphophorus malinche and X. birchmanni to study the consequences of hybridization on thermotolerance. While these two species are adapted to different thermal environments, we document a complicated architecture of thermotolerance in hybrids. We identify a region of the genome that contributes to reduced thermotolerance in individuals heterozygous for X. malinche and X. birchmanni ancestry, as well as widespread misexpression in hybrids of genes that respond to thermal stress in the parental species, particularly in the circadian clock pathway. We also show that a previously mapped hybrid incompatibility between X. malinche and X. birchmanni contributes to reduced thermotolerance in hybrids. Together, our results highlight the challenges of understanding the impact of hybridization on complex ecological traits and its potential impact on adaptive introgression.</p>",2021-10-24
9,10.1101/2021.10.20.465155,22,bioRxiv,Microbiology,False,Human milk oligosaccharides reduce murine group B Streptococcus vaginal colonization with minimal impact on the vaginal microbiota,"[{'name': 'Marlyd E Mejia'}, {'name': 'Samantha Ottinger'}, {'name': 'Alison Vrbanac'}, {'name': 'Priyanka Babu'}, {'name': 'Jacob Zulk'}, {'name': 'David Moorshead'}, {'name': 'Lars Bode'}, {'name': 'Victor Nizet'}, {'name': 'Kathryn Patras'}]","<p>Group B Streptococcus (GBS) colonizes the vaginal mucosa of a significant percentage of healthy women and is a leading cause of neonatal bacterial infections. Currently, pregnant women are screened in the last month of pregnancy and GBS-positive women are given antibiotics during parturition to prevent bacterial transmission to the neonate. Recently, human milk oligosaccharides (HMOs) isolated from breastmilk were found to inhibit GBS growth and biofilm formation in vitro, and women that make certain HMOs are less likely to be vaginally colonized with GBS. Using in vitro human vaginal epithelial cells and a murine vaginal colonization model, we tested the impact of HMO treatment on GBS burdens and the composition of the endogenous microbiota by 16S rRNA amplicon sequencing. HMO treatment reduced GBS vaginal burdens in vivo with minimal alterations to the vaginal microbiota. HMOs displayed potent inhibitory activity against GBS in vitro, but HMO pretreatment did not alter adherence of GBS or the probiotic Lactobacillus rhamnosus to human vaginal epithelial cells. Additionally, disruption of a putative GBS glycosyltransferase (Δsan_0913) rendered the bacterium largely resistant to HMO inhibition in vitro and in vivo but did not compromise its adherence, colonization, or biofilm formation in the absence of HMOs. We conclude that HMOs are a promising therapeutic bioactive to limit GBS vaginal colonization with minimal impacts on the vaginal microenvironment.</p>",2021-10-20
