,doi,tweets,archive,subject-area,covid,title,authors,abstract,posted
0,10.1101/2021.10.26.465776,202,bioRxiv,Molecular Biology,False,Artificial intelligence reveals nuclear pore complexity,"[{'name': 'Shyamal Mosalaganti'}, {'name': 'Agnieszka Obarska-Kosinska'}, {'name': 'Marc Siggel'}, {'name': 'Beata Turonova'}, {'name': 'Christian E. Zimmerli'}, {'name': 'Katarzyna Buczak'}, {'name': 'Florian H. Schmidt'}, {'name': 'Erica Margiotta'}, {'name': 'Marie-Therese Mackmull'}, {'name': 'Wim Hagen'}, {'name': 'Gerhard Hummer'}, {'name': 'Martin Beck'}, {'name': 'Jan Kosinski'}]","<p>Nuclear pore complexes (NPCs) mediate nucleocytoplasmic transport. Their intricate 120 MDa architecture remains incompletely understood. Here, we report a near-complete structural model of the human NPC scaffold with explicit membrane and in multiple conformational states. We combined AI-based structure prediction with <italic>in situ</italic> and <italic>in cellulo</italic> cryo-electron tomography and integrative modeling. We show that linker Nups spatially organize the scaffold within and across subcomplexes to establish the higher-order structure. Microsecond-long molecular dynamics simulations suggest that the scaffold is not required to stabilize the inner and outer nuclear membrane fusion, but rather widens the central pore. Our work exemplifies how AI-based modeling can be integrated with <italic>in situ</italic> structural biology to understand subcellular architecture across spatial organization levels.</p><sec><title>One sentence summary</title><p>An AI-based, dynamic model of the human nuclear pore complex reveals how the protein scaffold and the nuclear envelope are coupled inside cells.</p></sec>",2021-10-27
1,10.1101/2021.10.24.465614,100,bioRxiv,Developmental Biology,False,Tension-driven multi-scale self-organisation in human iPSC-derived muscle fibers,"[{'name': 'Qiyan Mao'}, {'name': 'Achyuth Acharya'}, {'name': 'Alejandra Rodríguez-delaRosa'}, {'name': 'Fabio Marchiano'}, {'name': 'Benoit Dehapoit'}, {'name': 'Ziad Al Tanoury'}, {'name': 'Jyoti Rao'}, {'name': 'Margarete Díaz-Cuadros'}, {'name': 'Arian Mansur'}, {'name': 'Erica Wagner'}, {'name': 'Claire Chardes'}, {'name': 'Vandana A. Gupta'}, {'name': 'Pierre-François Lenne'}, {'name': 'Bianca H. Habermann'}, {'name': 'Olivier Pourquie'}, {'name': 'Frank Schnorrer'}]","<p>Human muscle is a hierarchically organised tissue with its contractile cells called myofibers packed into large myofiber bundles. Each myofiber contains periodic myofibrils built by hundreds of contractile sarcomeres that generate large mechanical forces. To better understand the mechanisms that coordinate human muscle morphogenesis from tissue to molecular scales, we adopted a simple <italic>in vitro</italic> system using induced pluripotent stem cell-derived human myogenic precursors. When grown on an unrestricted two-dimensional substrate, developing myofibers spontaneously align and self-organise into higher-order myofiber bundles, which grow and consolidate to stable sizes. Following a transcriptional boost of sarcomeric components, myofibrils assemble into chains of periodic sarcomeres that emerge across the entire myofiber. By directly probing tension we found that tension build-up precedes sarcomere assembly and increases within each assembling myofibril. Furthermore, we found that myofiber ends stably attach to other myofibers using integrin-based attachments and thus myofiber bundling coincides with stable myofiber bundle attachment <italic>in vitro</italic>. A failure in stable myofiber attachment results in a collapse followed by a disassembly of the myofibrils. Overall, our results strongly suggest that mechanical tension across sarcomeric components as well as between differentiating myofibers is key to coordinate the multi- scale self-organisation of muscle morphogenesis.</p>",2021-10-25
2,10.1101/2021.10.21.21265342,78,medRxiv,Genetic and Genomic Medicine,False,Linking common and rare disease genetics through gene regulatory networks,"[{'name': 'Olivier B. Bakker'}, {'name': 'Annique Claringbould'}, {'name': 'Harm-Jan Westra'}, {'name': 'Henry Wiersma'}, {'name': 'Floranne Boulogne'}, {'name': 'Urmo Võsa'}, {'name': 'Sophie Mulcahy Symmons'}, {'name': 'Iris H. Jonkers'}, {'name': 'Lude Franke'}, {'name': 'Patrick Deelen'}]","<p>Genetic variants identified through genome-wide association studies (GWAS) are typically non-coding and exert small regulatory effects on downstream genes, but which downstream genes are ultimately impacted and how they confer risk remains mostly unclear. Conversely, variants that cause rare Mendelian diseases are often coding and have a more direct impact on disease development. We demonstrate that common and rare genetic diseases can be linked by studying the gene regulatory networks impacted by common disease-associated variants. We implemented this in the ‘Downstreamer’ method and applied it to 44 GWAS traits and find that predicted downstream “key genes” are enriched with Mendelian disease genes, e.g. key genes for height are enriched for genes that cause skeletal abnormalities and Ehlers-Danlos syndromes. We find that 82% of these key genes are located outside of GWAS loci, suggesting that they result from complex <italic>trans</italic> regulation rather than being impacted by disease-associated variants in <italic>cis</italic>. Finally, we discuss the challenges in reconstructing gene regulatory networks and provide a roadmap to improve identification of these highly connected genes for common traits and diseases.</p>",2021-10-26
3,10.1101/2021.10.29.466401,58,bioRxiv,Microbiology,True,SARS-CoV-2 spike protein as a bacterial lipopolysaccharide delivery system in an overzealous inflammatory cascade,"[{'name': 'Firdaus Samsudin'}, {'name': 'Palur Raghuvamsi'}, {'name': 'Ganna Petruk'}, {'name': 'Manoj Puthia'}, {'name': 'Jitka Petrlova'}, {'name': 'Paul MacAry'}, {'name': 'Ganesh S Anand'}, {'name': 'Artur Schmidtchen'}, {'name': 'Peter J Bond'}]","<p>Accumulating evidence indicates a potential role for bacterial lipopolysaccharide (LPS) in the overactivation of the immune response during SARS-CoV-2 infection. LPS is recognised by Toll-like receptor 4 (TLR4) in innate immunity. Here, we showed that LPS binds to multiple hydrophobic pockets spanning both the S1 and S2 subunits of the SARS-CoV-2 spike (S) protein. LPS binds to the S2 pocket with a lower affinity compared to S1, suggesting its possible role as an intermediate in the TLR4 cascade. Congruently, nuclear factor-kappa B (NF-κB) activation in vitro is strongly boosted by S2. In vivo, however, a boosting effect is observed for both S1 and S2, with the former potentially facilitated by proteolysis. Collectively, our study suggests the S protein may act as a delivery system for LPS in host innate immune pathways. The LPS binding pockets are highly conserved across different SARS-CoV-2 variants and therefore represent potential therapeutic targets.</p>",2021-10-29
4,10.1101/2021.10.26.21265525,58,medRxiv,Epidemiology,True,COVCOG 1: Factors predicting Cognitive Symptoms in Long COVID. A First Publication from the COVID and Cognition Study,"[{'name': 'Panyuan Guo'}, {'name': 'Alvaro Benito Ballesteros'}, {'name': 'Sabine P Yeung'}, {'name': 'Ruby Liu'}, {'name': 'Arka Saha'}, {'name': 'Lyn Curtis'}, {'name': 'Muzaffer Kaser'}, {'name': 'Mark P Haggard'}, {'name': 'Lucy G Cheke'}]","<p>Since its first emergence in December 2019, coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has evolved into a global pandemic. Whilst often considered a respiratory disease, a large proportion of COVID-19 patients report neurological symptoms, and there is accumulating evidence for neural damage in some individuals, with recent studies suggesting loss of gray matter in multiple regions, particularly in the left hemisphere. There are a number of mechanisms by which COVID-19 infection may lead to neurological symptoms and structural and functional changes in the brain, and it is reasonable to expect that many of these may translate into cognitive problems. Indeed, cognitive problems are one of the most commonly reported symptoms in those suffering from “Long COVID”—the chronic illness following COVID-19 infection that affects between 10–25% of sufferers. The COVID and Cognition Study is a part cross-sectional, part longitudinal, study documenting and aiming to understand the cognitive problems in Long COVID. In this first paper from the study, we document the characteristics of our sample of 181 individuals who had suffered COVID-19 infection, and 185 who had not. We explore which factors may be predictive of ongoing symptoms and their severity, as well as conducting an in-depth analysis of symptom profiles. Finally, we explore which factors predict the presence and severity of cognitive symptoms, both throughout the ongoing illness and at the time of testing. The main finding from this first analysis is that that severity of initial illness is a significant predictor of the presence and severity of ongoing symptoms, and that some symptoms during the acute illness—particularly limb weakness—may be more common in those that have more severe ongoing symptoms. Symptom profiles can be well described in terms of 5 or 6 factors, reflecting the variety of this highly heterogenous condition suffered by the individual. Specifically, we found that neurological and fatigue symptoms during the initial illness, and that neurological, gastro-intestinal, and cardiopulmonary symptoms during the ongoing illness, predicted experience of cognitive symptoms.</p>",2021-10-26
5,10.1101/2021.10.27.466055,54,bioRxiv,Bioinformatics,True,Phylogenetic analysis and in silico studies link spike Q675H mutation to SARS-CoV-2 adaptive evolution,"[{'name': 'Anna Bertelli'}, {'name': ""Pasqualina D'Ursi""}, {'name': 'Giovanni Campisi'}, {'name': 'Serena Messali'}, {'name': 'Maria Milanesi'}, {'name': 'Marta Giovanetti'}, {'name': 'Massimo Ciccozzi'}, {'name': 'Francesca Caccuri'}, {'name': 'Arnaldo Caruso'}]","<p>Genotype screening was implemented in Italy and showed a significant prevalence of new SARS-CoV-2 mutants carrying Q675H mutation, near the furin cleavage site of spike protein. Currently, this mutation, which is expressed on different SARS-CoV-2 lineages circulating worldwide, has not been thoughtfully investigated. Therefore, we performed phylogenetic and biocomputational analysis to better understand SARS-CoV-2 Q675H mutants evolutionary relationships with other circulating lineages and Q675H function in its molecular context. Our studies reveal that Q675H spike mutation is the result of parallel evolution because it arose independently in separate evolutionary clades. In silico data show that the Q675H mutation gives rise to a hydrogen-bonds network in the spike polar region delimiting the conformational space of the highly flexible loop containing the furin cleavage site. This results in an optimized directionality of arginine residues involved in interaction of spike with the furin binding pocket, thus improving proteolytic exposure of the viral protein. Furin was found to have a greater affinity for Q675H than Q675 substrate conformations. As a consequence, Q675H mutation is likely to confer a fitness advantage to SARS-CoV-2 by promoting a more efficient viral entry. Interestingly, here we show an ongoing increase in the occurrence of Q675H spike mutation in the most common SARS-CoV-2 variants of concern (VOC). This finding highlights that, VOC are still evolving and start acquiring the Q675H mutation. At the same time, it suggests that our hypothesis of fitness advantage prompted by Q675H could be concrete.</p>",2021-10-29
6,10.1101/2021.10.29.21265511,53,medRxiv,Oncology,True,Blood cytokine analysis suggests that SARS-CoV-2 infection results in a sustained tumour promoting environment in cancer patients,"[{'name': 'Fien HR De Winter'}, {'name': 'An Hotterbeekx'}, {'name': 'Manon Huizing'}, {'name': 'Angelina Konnova'}, {'name': 'Erik Fransen'}, {'name': ""Bart 's Jongers""}, {'name': 'Ravi Kumar Jairam'}, {'name': 'Vincent Van averbeke'}, {'name': 'Pieter Moons'}, {'name': 'Ella Roelant'}, {'name': 'Debbie Le Blon'}, {'name': 'Wim Vanden Berghe'}, {'name': 'Annelies Janssens'}, {'name': 'Willem Lybaert'}, {'name': 'Lieselot Croes'}, {'name': 'Christof Vulsteke'}, {'name': 'Surbhi Malhotra-Kumar'}, {'name': 'Herman Goossens'}, {'name': 'Zwi Berneman'}, {'name': 'Marc Peeters'}, {'name': 'Peter van Dam'}, {'name': 'Samir Kumar-Singh'}]","<p>Cytokines, chemokines and (angiogenic) growth factors (CCGs) have been shown to play an intricate role in the progression of both solid and haematological malignancies. Recent studies have shown that SARS-CoV-2 infection leads to worse outcome in cancer patients, especially in haematological malignancy patients. Here, we investigated how SARS-CoV-2 infection impacts the already altered CCG levels in solid or haematological malignancies, specifically whether there is a protective effect or rather a potentially higher risk for major COVID-19 complications in cancer patients due to elevated CCGs linked to cancer progression. Serially analysing immune responses with 55 CCGs in cancer patients under active treatment with or without SARS-CoV-2 infection, we first showed that cancer patients without SARS-CoV-2 infection (n=54) demonstrate elevated levels of 35 CCGs compared to the non-cancer, non-infected control group of health care workers (n=42). Of the 35 CCGs, 19 were common to both solid and haematological malignancy groups and comprised previously described cytokines such as IL-6, TNF-α, IL-1Ra, IL-17A, and VEGF, but also several less well described cytokines/chemokines such as Fractalkine, Tie-2, and T cell chemokine CTACK. Importantly, we show here that 7 CCGs are significantly altered in SARS-CoV-2 exposed cancer patients (n=52). Of these TNF-α, IFN-β, TSLP and sVCAM-1, identified to be elevated in haematological cancers, are also known tumour-promoting factors. Longitudinal analysis conducted over 3 months showed persistence of several tumour-promoting CCGs in SARS-CoV-2 exposed cancer patients. These data urge for increased vigilance for haematological malignancy patients as a part of long COVID follow-up.</p>",2021-10-29
7,10.1101/2021.10.25.465200,52,bioRxiv,Immunology,False,Cell-extrinsic autophagy in mature adipocytes regulates anti-inflammatory response to intestinal tissue injury through lipid mobilization,"[{'name': 'Felix Clemens Richter'}, {'name': 'Matthias Friedrich'}, {'name': 'Mathilde Pohin'}, {'name': 'Ghada Alsaleh'}, {'name': 'Irina Guschina'}, {'name': 'Sarah Karin Wideman'}, {'name': 'Errin Johnson'}, {'name': 'Mariana Borsa'}, {'name': 'Klara Piletic'}, {'name': 'Paula Hahn'}, {'name': 'Henk Simon Schipper'}, {'name': 'Claire M. Edwards'}, {'name': 'Fiona Powrie'}, {'name': 'Anna Katharina Simon'}]","<p>Autophagy is a critical cellular recycling pathway which is genetically linked to the development of intestinal inflammation in humans. Inflammation drives adipose tissue breakdown and provision of major nutrients such as free fatty acids (FFA). However, the effect of autophagy-mediated FFA release by adipocytes in immune-mediated inflammatory diseases remains unexplored.</p><p>In a mouse model of intestinal inflammation, we found that visceral adipocytes upregulate autophagy at peak inflammation. Adipocyte-specific loss of the key autophagy gene <italic>Atg7</italic> (<italic>Atg7<sup>Ad</sup></italic>) resulted in the exacerbation of intestinal inflammation. TNFα-induced lipolysis was impaired in <italic>Atg7</italic>-deficient adipocytes leading to the reduced availability of several FFA species, and decreased expression of the FFA transporter CD36 on adipose tissue macrophages (ATMs). Visceral adipose tissues from <italic>Atg7<sup>Ad</sup></italic> mice released less IL-10 resulting in lower levels of circulating IL-10 in colitis. ATMs present the main source of adipose tissue-derived IL-10 during colitis. <italic>In vitro</italic> assays confirmed that FFA restriction from macrophages reduced CD36 expression and diminished IL-10 production.</p><p>Taken together, our study demonstrates that autophagy-mediated FFA release from adipocytes directs anti-inflammatory responses in ATMs, which in turn conveys protective effects for distant intestinal inflammation.</p>",2021-10-26
8,10.1101/2021.10.27.466091,43,bioRxiv,Biochemistry,False,Cryo-electron microscopy structure of the H3-H4 octasome without histones H2A and H2B,"[{'name': 'Kayo Nozawa'}, {'name': 'Yoshimasa Takizawa'}, {'name': 'Leonidas Pierrakeas'}, {'name': 'Kazumi Saikusa'}, {'name': 'Satoko Akashi'}, {'name': 'Ed Luk'}, {'name': 'Hitoshi Kurumizaka'}]","<p>The canonical nucleosome, which represents the predominant packaging unit in eukaryotic chromatin, has an octameric core made up of two histone H2A-H2B and H3-H4 dimers with ~147 base-pair (bp) DNA wrapping around it. Non-nucleosome particles with alterative histone stoichiometries and DNA wrapping configurations have been found, and they could profoundly influence genome architecture and function. Here we solved the structure of the H3-H4 octasome, which is a nucleosome-like particle with a core made up of four H3-H4 dimers. Two conformations, open and closed, are determined at 3.9 Å and 3.6 Å resolutions by cryo-electron microscopy, respectively. The H3-H4 octasome, made up of a di-tetrameric core, is wrapped by ~120 bp DNA in 1.5 negative superhelical turns. The symmetrical halves are connected by a unique H4-H4’ interface along the dyad axis. <italic>In vivo</italic> crosslinking of cysteine probes placed at another unique H3-H3’ interface demonstrated the existence of the H3-H4 octasome in cells.</p>",2021-10-28
9,10.1101/2021.10.29.466387,43,bioRxiv,Biochemistry,False,Discovery of a conserved rule behind the assembly of β-barrel membrane proteins.,"[{'name': 'Edward M Germany'}, {'name': 'Yue Ding'}, {'name': 'Kenichiro Imai'}, {'name': 'Rebecca S Bamert'}, {'name': 'Rhys A Dunstan'}, {'name': 'Yukari Nakajima'}, {'name': 'XiangFeng Lai'}, {'name': 'Chaille T Webb'}, {'name': 'Christopher J Stubenrauch'}, {'name': 'Kentaro Hidaka'}, {'name': 'Nakajohn Thewasano'}, {'name': 'Kher Shing Tan'}, {'name': 'Hsin-Hui Shen'}, {'name': 'Trevor Lithgow'}, {'name': 'Takuya Shiota'}]","<p>Gram-negative bacteria, mitochondria and chloroplasts contain outer membrane proteins (OMPs) characterized by a transmembrane domain with a β barrel structure. Most OMPs have a diagnostic β-signal imprinted in the amino acid sequence of the final β-strand (-1 strand) of the β barrel. Molecular chaperones of the Omp85 superfamily, such as BamA in the bacterial BAM complex, recognizes the β-signal and then catalyze the folding of the OMP into its membrane-embedded β barrel structure. Here, we reconstituted OMP assembly in vitro to study this process with five model OMPs, revealing that a critical assembly signal exists in the fifth β-strand from the C-terminus (-5 strand). This signal was shown to drive a critical insertion step of the OMP assembly process but is not required for the initial recognition step between the OMP and BamA. Furthermore, we identified the receptor for this -5 signal as BamD, a second essential subunit of the BAM complex. Distinct binding sites for the β-signal and the -5 signal, were identified on BamD. Comparative sequence analysis showed that the -5 signal is a conserved feature in bacterial OMPs, and that mitochondrial OMPs also contains -5 signal motif positioned in the fifth from last strand of their β barrel structure. We propose the -5 rule as a conserved feature of the process of OMP assembly in bacteria and the organelles of eukaryotes.</p>",2021-10-29
