,doi,tweets,archive,subject-area,covid,title,authors,abstract,posted
0,10.1101/2021.09.28.21264262,574,medRxiv,Infectious Diseases (except HIV/AIDS),True,"No Significant Difference in Viral Load Between Vaccinated and Unvaccinated, Asymptomatic and Symptomatic Groups Infected with SARS-CoV-2 Delta Variant","[{'name': 'Charlotte B. Acharya'}, {'name': 'John Schrom'}, {'name': 'Anthea M. Mitchell'}, {'name': 'David A. Coil'}, {'name': 'Carina Marquez'}, {'name': 'Susana Rojas'}, {'name': 'Chung Yu Wang'}, {'name': 'Jamin Liu'}, {'name': 'Genay Pilarowski'}, {'name': 'Leslie Solis'}, {'name': 'Elizabeth Georgian'}, {'name': 'Maya Petersen'}, {'name': 'Joseph DeRisi'}, {'name': 'Richard Michelmore'}, {'name': 'Diane Havlir'}]","<p>We found no significant difference in cycle threshold values between vaccinated and unvaccinated, asymptomatic and symptomatic groups infected with SARS-CoV-2 Delta. Given the substantial proportion of asymptomatic vaccine breakthrough cases with high viral levels, interventions, including masking and testing, should be considered for all in settings with elevated COVID-19 transmission.</p>",2021-09-29
1,10.1101/2021.09.28.21264260,269,medRxiv,Infectious Diseases (except HIV/AIDS),True,The impact of SARS-CoV-2 vaccination on Alpha & Delta variant transmission,"[{'name': 'David W Eyre'}, {'name': 'Donald Taylor'}, {'name': 'Mark Purver'}, {'name': 'David Chapman'}, {'name': 'Tom Fowler'}, {'name': 'Koen B Pouwels'}, {'name': 'A Sarah Walker'}, {'name': 'Tim EA Peto'}]","<sec><title>Background</title><p>Pre-Delta, vaccination reduced transmission of SARS-CoV-2 from individuals infected despite vaccination, potentially via reducing viral loads. While vaccination still lowers the risk of infection, similar viral loads in vaccinated and unvaccinated individuals infected with Delta question how much vaccination prevents onward transmission.</p></sec><sec><title>Methods</title><p>We performed a retrospective observational cohort study of contacts of SARS-CoV-2-infected index cases using contact testing data from England. We used multivariable logistic regression to investigate the impact of index case and contact vaccination on transmission, and how this varies with Alpha and Delta variants (classified using S-gene detection/calendar trends) and time since second vaccination.</p></sec><sec><title>Results</title><p>51,798/139,164(37.2%) contacts tested were PCR-positive. Two doses of BNT162b2 or ChAdOx1 vaccines in Alpha variant index cases independently reduced PCR-positivity in contacts (aOR, adjusted odds ratio vs. unvaccinated=0.18[95%CI 0.12-0.29] and 0.37[0.22-0.63] respectively). The Delta variant attenuated vaccine-associated reductions in transmission: two BNT162b2 doses reduced Delta transmission (aOR=0.35[0.26-0.48]), more than ChAdOx1 (aOR=0.64[0.57-0.72]; heterogeneity p&lt;0.001). Variation in viral load (Ct values) explained only a modest proportion of vaccine-associated transmission reductions. Transmission reductions declined over time since second vaccination, for Delta reaching similar levels to unvaccinated individuals by 12 weeks for ChAdOx1 and attenuating substantially for BNT162b2. Protection from vaccination in contacts also declined in the 3 months after second vaccination.</p></sec><sec><title>Conclusions</title><p>Vaccination reduces transmission of Delta, but by less than the Alpha variant. The impact of vaccination decreased over time. Factors other than PCR-measured viral load are important in vaccine-associated transmission reductions. Booster vaccinations may help control transmission together with preventing infections.</p></sec>",2021-09-29
2,10.1101/2021.09.30.462488,68,bioRxiv,Immunology,True,Durability of immune responses to the BNT162b2 mRNA vaccine,"[{'name': 'Mehul S. Suthar'}, {'name': 'Prabhu S. Arunachalam'}, {'name': 'Mengyun Hu'}, {'name': 'Noah Reis'}, {'name': 'Meera Trisal'}, {'name': 'Olivia Raeber'}, {'name': 'Sharon Chinthrajah'}, {'name': 'Meredith E. Davis-Gardner'}, {'name': 'Kelly Manning'}, {'name': 'Prakriti Mudvari'}, {'name': 'Eli Boritz'}, {'name': 'Sucheta Godbole'}, {'name': 'Amy R. Henry'}, {'name': 'Daniel C. Douek'}, {'name': 'Peter Halfmann'}, {'name': 'Yoshihiro Kawaoka'}, {'name': 'Veronika I. Zarnitsyna'}, {'name': 'Kari Nadeau'}, {'name': 'Bali Pulendran'}]","<p>The development of the highly efficacious mRNA vaccines in less than a year since the emergence of SARS-CoV-2 represents a landmark in vaccinology. However, reports of waning vaccine efficacy, coupled with the emergence of variants of concern that are resistant to antibody neutralization, have raised concerns about the potential lack of durability of immunity to vaccination. We recently reported findings from a comprehensive analysis of innate and adaptive immune responses in 56 healthy volunteers who received two doses of the BNT162b2 vaccination. Here, we analyzed antibody responses to the homologous Wu strain as well as several variants of concern, including the emerging Mu (B.1.621) variant, and T cell responses in a subset of these volunteers at six months (day 210 post-primary vaccination) after the second dose. Our data demonstrate a substantial waning of antibody responses and T cell immunity to SARS-CoV-2 and its variants, at 6 months following the second immunization with the BNT162b2 vaccine. Notably, a significant proportion of vaccinees have neutralizing titers below the detection limit, and suggest a 3<sup>rd</sup> booster immunization might be warranted to enhance the antibody titers and T cell responses.</p>",2021-09-30
3,10.1101/2021.09.29.21264325,39,medRxiv,Epidemiology,True,"Assessing the Burden of COVID-19 in Developing Countries: Systematic Review, Meta-Analysis, and Public Policy Implications","[{'name': 'Andrew Levin'}, {'name': 'Nana Owusu-Boaitey'}, {'name': 'Sierra Pugh'}, {'name': 'Bailey K. Fosdick'}, {'name': 'Anthony B. Zwi'}, {'name': 'Anup Malani'}, {'name': 'Satej Soman'}, {'name': 'Lonni Besançon'}, {'name': 'Ilya Kashnitsky'}, {'name': 'Sachin Ganesh'}, {'name': 'Aloysius McLaughlin'}, {'name': 'Gayeong Song'}, {'name': 'Rine Uhm'}, {'name': 'Gideon Meyerowitz-Katz'}]","<sec><title>Introduction</title><p>The infection-fatality rate (IFR) of COVID-19 has been carefully measured and analyzed in high-income countries, whereas there has been no systematic analysis of age-specific seroprevalence or IFR for developing countries. Indeed, it has been suggested that the death rate in developing countries may be far lower than in high-income countries—an outcome that would be starkly different from the typical pattern for many other infectious diseases.</p></sec><sec><title>Methods</title><p>We systematically reviewed the literature to identify all serology studies in developing countries that were conducted using representative samples of specimens collected by early 2021. For each of the antibody assays used in these serology studies, we identified data on assay characteristics, including the extent of seroreversion over time. We analyzed the serology data using a Bayesian model that incorporates conventional sampling uncertainty as well as uncertainties about assay sensitivity and specificity. We then calculated IFRs using individual case reports or aggregated public health updates, including age-specific estimates whenever feasible.</p></sec><sec><title>Results</title><p>Seroprevalence in many developing country locations was markedly higher than in high-income countries but still far short of herd immunity. In most locations, seroprevalence among older adults was similar to that of younger age-groups. Age-specific IFRs were 1.3-2.5x higher than in high-income countries. The median value of population IFR was 0.5% among developing countries with satisfactory death reporting as of 2016, compared to a median of 0.05% for other developing countries.</p></sec><sec><title>Conclusion</title><p>The burden of COVID-19 is far higher in developing countries than in high-income countries, reflecting a combination of elevated transmission to middle-aged and older adults as well as limited access to adequate healthcare. These results underscore the critical need to accelerate the provision of vaccine doses to vulnerable populations in developing countries.</p></sec><sec><title>Key Points</title><list list-type=""simple""><list-item><label>‐</label><p>Age-specific prevalence and infection fatality rate (IFR) of COVID-19 for developing countries has not been well assessed.</p></list-item><list-item><label>‐</label><p>Seroprevalence in developing countries (as measured by antibodies against SARS-CoV-2) is markedly higher than in high-income countries but still far short of herd immunity.</p></list-item><list-item><label>‐</label><p>Seroprevalence among older adults is broadly similar to that of younger age-groups.</p></list-item><list-item><label>‐</label><p>Age-specific IFRs in developing countries are roughly twice those of high-income countries.</p></list-item><list-item><label>‐</label><p>Population IFR in developing countries with satisfactory death reporting (based on UN/WHO data as of 2016) is ten times higher than in other developing countries.</p></list-item><list-item><label>‐</label><p>These results underscore the urgency of disseminating vaccines to vulnerable people in developing countries.</p></list-item></list></sec>",2021-10-01
4,10.1101/2021.09.30.21264363,24,medRxiv,Infectious Diseases (except HIV/AIDS),True,SARS-CoV-2 infections elicit higher levels of original antigenic sin antibodies compared to SARS-CoV-2 mRNA vaccinations,"[{'name': 'Elizabeth M. Anderson'}, {'name': 'Theresa Eilola'}, {'name': 'Eileen Goodwin'}, {'name': 'Marcus J. Bolton'}, {'name': 'Sigrid Gouma'}, {'name': 'Rishi R. Goel'}, {'name': 'Mark M. Painter'}, {'name': 'Sokratis A. Apostolidis'}, {'name': 'Divij Mathew'}, {'name': 'Debora Dunbar'}, {'name': 'Danielle Fiore'}, {'name': 'Amanda Brock'}, {'name': 'JoEllen Weaver'}, {'name': 'John S. Millar'}, {'name': 'Stephanie DerOhannessian'}, {'name': 'Allison R. Greenplate'}, {'name': 'Ian Frank'}, {'name': 'Daniel J. Rader'}, {'name': 'E. John Wherry'}, {'name': 'Scott E. Hensley'}, {'name': ' '}]","<p>Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) mRNA vaccines elicit higher levels of antibodies compared to natural SARS-CoV-2 infections in most individuals; however, the specificities of antibodies elicited by vaccination versus infection remain incompletely understood. Here, we characterized the magnitude and specificity of SARS-CoV-2 spike-reactive antibodies from 10 acutely infected health care workers and 23 participants who received mRNA-based SARS-CoV-2 vaccines. We found that infection and primary mRNA vaccination elicited S1 and S2-reactive antibodies, while secondary vaccination boosted mostly S1 antibodies. Using magnetic bead-based absorption assays, we found that SARS-CoV-2 infections elicited a large proportion of original antigenic sin-like antibodies that bound efficiently to common seasonal human coronaviruses but poorly to SARS-CoV-2. In converse, vaccination only modestly boosted antibodies reactive to common seasonal human coronaviruses and these antibodies bound efficiently to SARS-CoV-2. Our data indicate that SARS-CoV-2 mRNA vaccinations elicit fundamentally different antibody responses compared to SARS-CoV-2 infections.</p><sec><title>Abstract Figure</title><fig id=""ufig1"" position=""float"" fig-type=""figure"" orientation=""portrait""><graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""21264363v1_ufig1"" position=""float"" orientation=""portrait"" /></fig></sec><sec><title>HIGHLIGHTS</title><list list-type=""bullet""><list-item><p>SARS-CoV-2 mRNA vaccines elicit higher levels of antibodies compared to SARS-CoV-2 infections</p></list-item><list-item><p>The first dose of an mRNA vaccine generates both S1 and S2 responses while the second dose boosts primarily S1-specific antibodies</p></list-item><list-item><p>SARS-CoV-2 infections, but not mRNA vaccinations, elicit high levels of antibodies that bind strongly to seasonal coronaviruses but weakly to SARS-CoV-2</p></list-item></list></sec>",2021-10-01
5,10.1101/2021.09.28.462148,14,bioRxiv,Neuroscience,False,Adeno-associated virus (AAV) reduces cortical dendritic complexity in a TLR9-dependent manner,"[{'name': 'Christos M. Suriano'}, {'name': 'Jessica L. Verpeut'}, {'name': 'Neerav Kumar'}, {'name': 'Jie Ma'}, {'name': 'Caroline Jung'}, {'name': 'Lisa M. Boulanger'}]","<p>Recombinant adeno-associated viruses (AAVs) allow rapid and efficient gene delivery in the nervous system. AAVs are widely used in research and are the basis of multiple FDA-approved gene therapies. Here, we find that the immune response to AAV’s genome reduces dendritic complexity in mammalian cortex. Dendritic loss associated with AAV-mediated gene delivery occurs at experimentally-relevant titers, cannot be explained by responses to transgene expression or surgery, and is not restricted to a particular capsid serotype, encoded transgene, promoter, or production facility. AAV-associated dendritic loss is accompanied by a decrease in the frequency and amplitude of miniature excitatory postsynaptic currents (mEPSCs) and upregulation of immune molecules that can limit dendritic complexity and synaptic transmission. Blocking detection of unmethylated CpG-rich DNA via Toll-like receptor 9 (TLR9) protects dendritic complexity, suggesting that immunodetection of a core feature of the AAV genome triggers dendritic loss. These results reveal previously unsuspected impacts of AAV on neuronal structure and function and identify TLR9 inhibitors as important tools to improve the safety and efficacy of AAV-mediated gene delivery in the nervous system.</p>",2021-09-30
6,10.1101/2021.09.29.21264272,13,medRxiv,Infectious Diseases (except HIV/AIDS),True,Associations between SARS-CoV-2 variants and risk of COVID-19 hospitalization among confirmed cases in Washington State: a retrospective cohort study,"[{'name': 'Miguel I. Paredes'}, {'name': 'Stephanie M. Lunn'}, {'name': 'Michael Famulare'}, {'name': 'Lauren A. Frisbie'}, {'name': 'Ian Painter'}, {'name': 'Roy Burstein'}, {'name': 'Pavitra Roychoudhury'}, {'name': 'Hong Xie'}, {'name': 'Shah A. Mohamed Bakhash'}, {'name': 'Ricardo Perez'}, {'name': 'Maria Lukes'}, {'name': 'Sean Ellis'}, {'name': 'Saraswathi Sathees'}, {'name': 'Patrick Mathias'}, {'name': 'Alexander Greninger'}, {'name': 'Lea M. Starita'}, {'name': 'Chris D. Frazar'}, {'name': 'Erica Ryke'}, {'name': 'Weizhi Zhong'}, {'name': 'Luis Gamboa'}, {'name': 'Machiko Threlkeld'}, {'name': 'Jover Lee'}, {'name': 'Deborah A. Nickerson'}, {'name': 'Daniel L. Bates'}, {'name': 'Matthew E. Hartman'}, {'name': 'Eric Haugen'}, {'name': 'Truong N. Nguyen'}, {'name': 'Joshua D. Richards'}, {'name': 'Jacob L. Rodriguez'}, {'name': 'John A. Stamatoyannopoulos'}, {'name': 'Eric Thorland'}, {'name': 'Geoff Melly'}, {'name': 'Philip E. Dykema'}, {'name': 'Drew C. MacKellar'}, {'name': 'Hannah K. Gray'}, {'name': 'Avi Singh'}, {'name': 'JohnAric MoonDance Peterson'}, {'name': 'Denny Russell'}, {'name': 'Laura Marcela Torres'}, {'name': 'Scott Lindquist'}, {'name': 'Trevor Bedford'}, {'name': 'Krisandra J. Allen'}, {'name': 'Hanna N. Oltean'}]","<sec><title>Background</title><p>The COVID-19 pandemic is now dominated by variant lineages; the resulting impact on disease severity remains unclear. Using a retrospective cohort study, we assessed the risk of hospitalization following infection with nine variants of concern or interest (VOC/VOI).</p></sec><sec><title>Methods</title><p>Our study includes individuals with positive SARS-CoV-2 RT-PCR in the Washington Disease Reporting System and with available viral genome data, from December 1, 2020 to July 30, 2021. The main analysis was restricted to cases with specimens collected through sentinel surveillance. Using a Cox proportional hazards model with mixed effects, we estimated hazard ratios (HR) for the risk of hospitalization following infection with a VOC/VOI, adjusting for age, sex, and vaccination status.</p></sec><sec><title>Findings</title><p>Of the 27,814 cases, 23,170 (83.3%) were sequenced through sentinel surveillance, of which 726 (3.1%) were hospitalized due to COVID-19. Higher hospitalization risk was found for infections with Gamma (HR 3.17, 95% CI 2.15-4.67), Beta (HR: 2.97, 95% CI 1.65–5.35), Delta (HR: 2.30, 95% CI 1.69-3.15), and Alpha (HR 1.59, 95% CI 1.26–1.99) compared to infections with an ancestral lineage. Following VOC infection, unvaccinated patients show a similar higher hospitalization risk, while vaccinated patients show no significant difference in risk, both when compared to unvaccinated, ancestral lineage cases.</p></sec><sec><title>Interpretation</title><p>Infection with a VOC results in a higher hospitalization risk, with an active vaccination attenuating that risk. Our findings support promoting hospital preparedness, vaccination, and robust genomic surveillance.</p></sec>",2021-09-30
7,10.1101/2021.09.30.462231,9,bioRxiv,Biochemistry,False,Structures of core eukaryotic protein complexes,"[{'name': 'Ian R. Humphreys'}, {'name': 'Jimin Pei'}, {'name': 'Minkyung Baek'}, {'name': 'Aditya Krishnakumar'}, {'name': 'Ivan Anishchenko'}, {'name': 'Sergey Ovchinnikov'}, {'name': 'Jing Zhang'}, {'name': 'Travis J. Ness'}, {'name': 'Sudeep Banjade'}, {'name': 'Saket Bagde'}, {'name': 'Viktoriya G. Stancheva'}, {'name': 'Xiao-Han Li'}, {'name': 'Kaixian Liu'}, {'name': 'Zhi Zheng'}, {'name': 'Daniel J. Barrero'}, {'name': 'Upasana Roy'}, {'name': 'Israel S. Fernández'}, {'name': 'Barnabas Szakal'}, {'name': 'Dana Branzei'}, {'name': 'Eric C. Greene'}, {'name': 'Sue Biggins'}, {'name': 'Scott Keeney'}, {'name': 'Elizabeth A. Miller'}, {'name': 'J. Christopher Fromme'}, {'name': 'Tamara L. Hendrickson'}, {'name': 'Qian Cong'}, {'name': 'David Baker'}]","<p>Protein-protein interactions play critical roles in biology, but despite decades of effort, the structures of many eukaryotic protein complexes are unknown, and there are likely many interactions that have not yet been identified. Here, we take advantage of recent advances in proteome-wide amino acid coevolution analysis and deep-learning-based structure modeling to systematically identify and build accurate models of core eukaryotic protein complexes, as represented within the <italic>Saccharomyces cerevisiae</italic> proteome. We use a combination of RoseTTAFold and AlphaFold to screen through paired multiple sequence alignments for 8.3 million pairs of <italic>S. cerevisiae</italic> proteins and build models for strongly predicted protein assemblies with two to five components. Comparison to existing interaction and structural data suggests that these predictions are likely to be quite accurate. We provide structure models spanning almost all key processes in Eukaryotic cells for 104 protein assemblies which have not been previously identified, and 608 which have not been structurally characterized.</p><sec><title>One-sentence summary</title><p>We take advantage of recent advances in proteome-wide amino acid coevolution analysis and deep-learning-based structure modeling to systematically identify and build accurate models of core eukaryotic protein complexes.</p></sec>",2021-09-30
8,10.1101/2021.09.29.462326,6,bioRxiv,Biochemistry,True,Metabolic snapshot of plasma samples reveals new pathways implicated in SARS-CoV-2 pathogenesis,"[{'name': 'Oihane E. Albóniga'}, {'name': 'Daniel Jimйnez'}, {'name': 'Matilde Sбnchez-Conde'}, {'name': 'Pilar Vizcarra'}, {'name': 'Raquel Ron'}, {'name': 'Sabina Herrera'}, {'name': 'Javier Martнnez-Sanz'}, {'name': 'Elena Moreno'}, {'name': 'Santiago Moreno'}, {'name': 'Coral Barbas'}, {'name': 'Sergio Serrano-Villar'}]","<p>Despite of the scientific and human efforts to understand COVID-19, there are questions still unanswered. Variations in the metabolic reaction to SARS-CoV-2 infection could explain the striking differences in the susceptibility to infection and the risk of severe disease. Here, we used untargeted metabolomics to examine novel metabolic pathways related to SARS-CoV-2 susceptibility and COVID-19 clinical severity using capillary electrophoresis coupled to a time-of-flight mass spectrometer (CE-TOF-MS) in plasma samples. We included 27 patients with confirmed COVID-19 early after symptom onset who were prospectively followed and 29 healthcare workers heavily exposed to SARS-CoV-2 but with low susceptibility to infection (‘nonsusceptible’). We found that the metabolite profile was predictive of the study group. We identified a total of 55 metabolites as biomarkers of SARS-CoV-2 susceptibility or COVID-19 clinical severity. We report the discovery of new plasma biomarkers for COVID-19 that provide mechanistic explanations for the clinical consequences of SARS-CoV-2, including mitochondrial and liver dysfunction as a consequence of hypoxemia (citrulline, citrate, and BAIBA), energy production and amino acid catabolism (L-glycine, L-alanine, L-serine, L-proline, L-aspartic acid and L-histidine), endothelial dysfunction and thrombosis (citrulline, L-ADMA, 2-AB, and Neu5Ac), and we found interconnections between these pathways. In summary, in this first report of the metabolomic profile of individuals with severe COVID-19 and SARS-CoV-2 susceptibility by CE-MS, we define several metabolic pathways implicated in SARS-CoV-2 susceptibility and COVID-19 clinical progression that could be developed as biomarkers of COVID-19.</p>",2021-09-29
9,10.1101/2021.09.30.462505,6,bioRxiv,Genetics,False,S. pombe wtf genes use dual transcriptional regulation and selective protein exclusion from spores to cause meiotic drive,"[{'name': 'Nicole L. Nuckolls'}, {'name': 'Ananya Nidamangala Srinivasa'}, {'name': 'Anthony C. Mok'}, {'name': 'María Angélica Bravo Núñez'}, {'name': 'Jeffrey J. Lange'}, {'name': 'Todd J. Gallagher'}, {'name': 'Chris W. Seidel'}, {'name': 'Sarah E. Zanders'}]","<p>Meiotic drivers bias gametogenesis to ensure their transmission into more than half the offspring of a heterozygote. In <italic>Schizosaccharomyces pombe</italic>, <italic>wtf</italic> meiotic drivers destroy the meiotic products (spores) that do not inherit the driver from a heterozygote, thereby reducing fertility. <italic>wtf</italic> drivers encode both a Wtf<sup>poison</sup> protein and a Wtf<sup>antidote</sup> protein using alternative transcriptional start sites. Here, we analyze how the expression and localization of the Wtf proteins are regulated to achieve drive. We show that transcriptional timing and selective protein exclusion from developing spores ensure that all spores are exposed to Wtf4<sup>poison</sup>, but only the spores that inherit <italic>wtf4</italic> receive a dose of Wtf4<sup>antidote</sup> sufficient for survival. In addition, we show that the Mei4 transcription factor, a master regulator of meiosis, controls the expression of the <italic>wtf4<sup>poison</sup></italic> transcript. This dual transcriptional regulation, which includes the use of a critical meiotic transcription factor, likely complicates the universal suppression of <italic>wtf</italic> genes without concomitantly disrupting spore viability. We propose that these features contribute to the evolutionary success of the <italic>wtf</italic> drivers.</p><sec><title>Author Summary</title><p>Killer meiotic drivers are one type of selfish DNA sequence. When only one copy of a killer meiotic driver is found in a genome, the driver is expected to be transmitted to only half of the gametes (e.g. eggs or sperm). Killer meiotic drivers, however, kill developing gametes that do not inherit them, giving the driver a transmission advantage into the next generation. The molecular mechanisms used by these killers are not well understood. In this work, we analyzed how one killer meiotic driver, <italic>wtf4</italic> from fission yeast, ensures targeted gamete (spore) killing. Previous work showed that <italic>wtf</italic> meiotic drivers encode a poison protein that is transmitted to all spores and an antidote protein that rescues only spores that inherit the locus. Here, we show that different timing of the expression of the two proteins, combined with differential inclusion of the proteins in developing spores, both contribute to targeted spore killing. We also demonstrate that <italic>wtf4</italic> exploits an essential gene expression pathway, making it difficult for the genome to prevent this locus from being expressed and killing. This extends our knowledge both of how these genetic parasites act and how they are equipped to evade host suppression mechanisms.</p></sec>",2021-10-01
