,doi,tweets,archive,subject-area,covid,title,authors,abstract,posted
0,10.1101/2021.05.02.442312,134,bioRxiv,Microbiology,False,Aminoglycoside antibiotics inhibit phage infection by blocking an early step of the phage infection cycle,"Larissa Kever, Aël Hardy, Tom Luthe, Max Hünnefeld, Cornelia Gätgens, Lars Milke, Johanna Wiechert, Johannes Wittmann, Cristina Moraru, Jan Marienhagen, Julia Frunzke","<p>In response to viral predation, bacteria have evolved a wide range of defense mechanisms, which rely mostly on proteins acting at the cellular level. Here, we show that aminoglycosides, a well-known class of antibiotics produced by <italic>Streptomyces</italic>, are potent inhibitors of phage infection in widely divergent bacterial hosts. We demonstrate that aminoglycosides block an early step of the viral life cycle, prior to genome replication. Phage inhibition was also achieved using supernatants from natural aminoglycoside producers, hinting at a broad physiological significance of the antiviral properties of aminoglycosides. Strikingly, we show that acetylation of the aminoglycoside antibiotic apramycin abolishes its antibacterial effect, but retains its antiviral properties. Altogether, this study expands the knowledge of potential aminoglycoside functions in bacterial communities suggesting that aminoglycosides are not only used by their producers as toxic molecules against their bacterial competitors, but could also provide protection against the threat of phage predation at the community level.</p>",2021-05-02
1,10.1101/2021.05.01.442252,64,bioRxiv,Cancer Biology,False,Mesenchymal Lineage Heterogeneity Underlies Non-Redundant Functions of Pancreatic Cancer-Associated Fibroblasts,"Erin J. Helms, Mark W. Berry, R. Crystal Chaw, Chris C. DuFort, Duanchen Sun, M. Kathrina Onate, Chet Oon, Sohinee Bhattacharyya, Hannah Sanford-Crane, Wesley Horton, Jennifer M. Finan, Ariana Sattler, Rosemary Makar, David W. Dawson, Zheng Xia, Sunil R. Hingorani, Mara H. Sherman","<p>Cancer-associated fibroblast (CAF) heterogeneity is increasingly appreciated, but the origins and functions of distinct CAF subtypes remain poorly understood. The abundant and transcriptionally diverse CAF population in pancreatic ductal adenocarcinoma (PDAC) is thought to arise from a common cell of origin, pancreatic stellate cells (PSCs), with diversification resulting from cytokine and growth factor gradients within the tumor microenvironment. Here we analyzed the differentiation and function of PSCs during tumor progression <italic>in vivo</italic>. Contrary to expectations, we found that PSCs give rise to a numerically minor subset of PDAC CAFs. Targeted ablation of PSC-derived CAFs within their host tissue revealed non-redundant functions for this defined CAF population in shaping the PDAC microenvironment, including production of specific components of the extracellular matrix. Together, these findings link stromal evolution from distinct cells of origin to transcriptional heterogeneity among PDAC CAFs, and demonstrate unique functions for CAFs of a defined cellular origin.</p><sec><title>Statement of significance</title><p>By tracking and ablating a specific CAF population, we find that a numerically minor CAF subtype from a defined cell of origin plays unique roles in establishing the pancreatic tumor microenvironment. Together with prior studies, this work suggests that mesenchymal lineage heterogeneity as well as signaling gradients diversify PDAC CAFs.</p></sec>",2021-05-02
2,10.1101/2021.05.02.442311,54,bioRxiv,Microbiology,False,Vibrio cholerae biofilm dispersal regulator causes cell release from matrix through type IV pilus retraction,"Praveen K. Singh, Daniel K.H. Rode, Pauline Buffard, Kazuki Nosho, Miriam Bayer, Hannah Jeckel, Eric Jelli, Konstantin Neuhaus, Eva Jiménez-Siebert, Nikolai Peschek, Timo Glatter, Kai Papenfort, Knut Drescher","<p>The extracellular matrix is a defining feature of bacterial biofilms and provides structural stability to the community by binding cells to the surface and to each other. Transitions between bacterial biofilm initiation, growth, and dispersion require different regulatory programs, all of which result in modifications to the extracellular matrix composition, abundance, or functionality. However, the mechanisms by which individual cells in biofilms disengage from the matrix to enable their departure during biofilm dispersal are unclear. Here, we investigated active biofilm dispersal of <italic>Vibrio cholerae</italic> during nutrient starvation, resulting in the discovery of the conserved <italic>Vibrio</italic> biofilm dispersal regulator VbdR. We show that VbdR triggers biofilm dispersal by controlling cellular release from the biofilm matrix, which is achieved by inducing the retraction of the mannose-sensitive hemagglutinin (MSHA) type IV pili and the expression of a matrix protease IvaP. We further show that MSHA pili have numerous binding partners in the matrix and that the joint effect of MSHA pilus retraction and IvaP activity is necessary and sufficient for causing biofilm dispersal. These results highlight the crucial role of type IV pilus dynamics during biofilm dispersal and provide a new target for controlling <italic>V. cholerae</italic> biofilm abundance through the induction and manipulation of biofilm dispersal.</p>",2021-05-02
3,10.1101/2021.05.06.442916,42,bioRxiv,Microbiology,True,Identification of DAXX As A Restriction Factor Of SARS-CoV-2 Through A CRISPR/Cas9 Screen,"Alice Mac Kain, Ghizlane Maarifi, Sophie-Marie Aicher, Nathalie Arhel, Artem Baidaliuk, Thomas Vallet, Quang Dinh Tran, Alexandra Hardy, Maxime Chazal, Françoise Porrot, Molly OhAinle, Jared Carlson-Stevermer, Jennifer Oki, Kevin Holden, Etienne Simon-Lorière, Timothée Bruel, Olivier Schwartz, Nolwenn Jouvenet, Sébastien Nisole, Marco Vignuzzi, Ferdinand Roesch","<p>While interferon restricts SARS-CoV-2 replication in cell culture, only a handful of Interferon Stimulated Genes with antiviral activity against SARS-CoV-2 have been identified. Here, we describe a functional CRISPR/Cas9 screen aiming at identifying SARS-CoV-2 restriction factors. We identified DAXX, a scaffold protein residing in PML nuclear bodies known to limit the replication of DNA viruses and retroviruses, as a potent inhibitor of SARS-CoV-2 replication in human cells. Basal expression of DAXX was sufficient to limit the replication of the virus, and DAXX over-expression further restricted infection. In contrast with most of its previously described antiviral activities, DAXX-mediated restriction of SARS-CoV-2 was independent of the SUMOylation pathway. SARS-CoV-2 infection triggered the re-localization of DAXX to cytoplasmic sites of viral replication and led to its degradation. Together, these results demonstrate that DAXX is a potent restriction factor for SARS-CoV-2 and that the virus has evolved a mechanism to counteract its action.</p>",2021-05-06
4,10.1101/2021.05.02.442342,41,bioRxiv,Molecular Biology,False,Cytosolic aggregation of mitochondrial proteins disrupts cellular homeostasis by stimulating other proteins aggregation,"Urszula Nowicka, Piotr Chroscicki, Karen Stroobants, Maria Sladowska, Michal Turek, Barbara Uszczynska-Ratajczak, Rishika Kundra, Tomasz Goral, Michele Perni, Christopher M. Dobson, Michele Vendruscolo, Agnieszka Chacinska","<p>Mitochondria are organelles with their own genomes but rely on the import of nuclear-encoded proteins synthesized by cytosolic ribosomes. Therefore, it is important to understand whether failures in the mitochondrial uptake of these nuclear-encoded proteins may cause proteotoxic stress, and to identify which response mechanisms may be in place to respond to it. Here, we report that upon mitochondrial protein import impairment, high-risk precursor and immature forms of mitochondrial proteins form aberrant deposits in the cytosol. In turn, these deposits cause further cytosolic accumulation of other mitochondrial and disease-related proteins, including α-synuclein and amyloid β. This aberrant accumulation triggers a cytosolic protein homeostasis imbalance that is accompanied by specific molecular chaperone responses, both at the transcriptomic and protein levels. Our results provide evidence that mitochondrial dysfunction, and specifically protein import defects, can contribute to protein homeostasis impairment, thus revealing a possible molecular mechanism for mitochondrial involvement in neurodegenerative diseases.</p>",2021-05-02
5,10.1101/2021.05.01.442281,40,bioRxiv,Bioinformatics,False,RNA splicing programs define tissue compartments and cell types at single cell resolution,"Julia Eve Olivieri, Roozbeh Dehghannasiri, Peter Wang, SoRi Jang, Antoine de Morree, Serena Y. Tan, Jingsi Ming, Angela Ruohao Wu, Tabula Sapiens Consortium, Stephen R. Quake, Mark A. Krasnow, Julia Salzman","<p>More than 95% of human genes are alternatively spliced. Yet, the extent splicing is regulated at single-cell resolution has remained controversial due to both available data and methods to interpret it. We apply the SpliZ, a new statistical approach that is agnostic to transcript annotation, to detect cell-type-specific regulated splicing in &gt; 110K carefully annotated single cells from 12 human tissues. Using 10x data for discovery, 9.1% of genes with computable SpliZ scores are cell-type specifically spliced. These results are validated with RNA FISH, single cell PCR, and in high throughput with Smart-seq2. Regulated splicing is found in ubiquitously expressed genes such as actin light chain subunit <italic>MYL6</italic> and ribosomal protein <italic>RPS24</italic>, which has an epithelial-specific microexon. 13% of the statistically most variable splice sites in cell-type specifically regulated genes are also most variable in mouse lemur or mouse. SpliZ analysis further reveals 170 genes with regulated splicing during sperm development using, 10 of which are conserved in mouse and mouse lemur. The statistical properties of the SpliZ allow model-based identification of subpopulations within otherwise indistinguishable cells based on gene expression, illustrated by subpopulations of classical monocytes with stereotyped splicing, including an un-annotated exon, in <italic>SAT1</italic>, a Diamine acetyltransferase. Together, this unsupervised and annotation-free analysis of differential splicing in ultra high throughput droplet-based sequencing of human cells across multiple organs establishes splicing is regulated cell-type-specifically independent of gene expression.</p>",2021-05-02
6,10.1101/2021.05.01.441648,38,bioRxiv,Neuroscience,False,A multisensory circuit for gating intense aversive experiences,"Arun Asok, Félix Leroy, Cameron Parro, Christopher A. de Solis, Lenzie Ford, Michelle N. Fitzpatrick, Abigail Kalmbach, Rachael Neve, Joseph B Rayman, Eric R. Kandel","<p>The ventral hippocampus (vHPC) is critical for both learned and innate fear, but how discrete projections control different types of fear is poorly understood. Here, we report a novel excitatory circuit from a subpopulation of the ventral hippocampus CA1 subfield (vCA1) to the inhibitory peri-paraventricular nucleus of the hypothalamus (pPVN) which then routes to the periaqueductal grey (PAG). We find that vCA1→pPVN projections modulate <italic>both</italic> learned and innate fear. Fiber photometric calcium recordings reveal that activity in vCA1→pPVN projections increases during the first moments of exposure to an unconditioned threat. Chemogenetic or optogenetic silencing of vCA1→pPVN cell bodies or vCA1→pPVN axon terminals in the pPVN enhances the initial magnitude of both active and passive unconditioned defensive responses, irrespective of the sensory modalities engaged by a particular innate threat. Moreover, silencing produces a dramatic impact on learned fear without affecting milder anxiety-like behaviors. We also show that vCA1→pPVN projections monosynaptically route to the PAG, a key brain region that orchestrates the fear response. Surprisingly, optogenetic silencing of vCA1 terminals in the pPVN titrates the level of c-Fos neural activity in the PAG differently for learned versus innate threats. Together, our results show how a novel vCA1→pPVN circuit modulates neuronal activity in the PAG to regulate both learned and innate fear. These findings have implications for how initial trauma processing may influence maladaptive defensive behaviors across fear and trauma-related disorders.</p><sec><title>One Sentence Summary</title><p>A multisensory gate for high intensity aversive experiences.</p></sec>",2021-05-02
7,10.1101/2021.05.03.442461,31,bioRxiv,Plant Biology,False,Misregulation of MYB16 causes stomatal cluster formation by disrupting polarity in asymmetric cell division,"Shao-Li Yang, Ngan Tran, Meng-Ying Tsai, Chin-Min Kimmy Ho","<p>Stomata and leaf cuticle regulate water evaporation from the plant body and balance the trade-off between photosynthesis and water loss. We identified MYB16, a key transcription factor controlling cutin biosynthesis, from previous stomatal lineage ground cell (SLGC)-enriched transcriptome study. The preferential localization of MYB16 in SLGCs but not meristemoids suggests a link between cutin synthesis and stomatal development. Here, we showed that downregulation of MYB16 in meristemoids was directly mediated by the stomatal master transcription factor, SPEECHLESS (SPCH). The suppression of MYB16 before asymmetric division was crucial for stomatal patterning because overexpression or ectopic expression of MYB16 in meristemoids increased impermeability and elevated stomatal density and clusters. The aberrant pattern of stomata was due to reduced and disrupted establishment of polarity during asymmetric cell division. Manipulating polarity by growing seedlings on hard agar rescued stomatal clusters and polarity defects in MYB16 ectopic lines. By expressing a cutinase in MYB16 ectopic lines, stomatal clustering was reduced, which suggests that the ectopic accumulation of cuticle affects the polarity in asymmetrically dividing cells and causes clustered stomata. Taken together, inhibiting MYB16 expression by SPCH in early stomatal lineage is required to correctly place the polarity complex for proper stomatal patterning during leaf morphogenesis.</p>",2021-05-03
8,10.1101/2021.05.05.442780,26,bioRxiv,Microbiology,True,"Prior aerosol infection with lineage A SARS-CoV-2 variant protects hamsters from disease, but not reinfection with B.1.351 SARS-CoV-2 variant","Claude Kwe Yinda, Julia R. Port, Trenton Bushmaker, Robert J. Fischer, Jonathan E. Schulz, Myndi G. Holbrook, Carl Shaia, Emmie de Wit, Neeltje van Doremalen, Vincent J. Munster","<p>The circulation of SARS-CoV-2 has resulted in the emergence of variants of concern (VOCs). It is currently unclear whether previous infection with SARS-CoV-2 provides protection against reinfection with VOCs. Here, we show that low dose aerosol exposure to hCoV-19/human/USA/WA-CDC-WA1/2020 (WA1, lineage A), resulted in a productive mild infection. In contrast, low dose of SARS-CoV-2 via fomites did not result in productive infection in the majority of exposed hamsters and these animals remained non-seroconverted. After recovery, hamsters were re-exposed to hCoV-19/South African/KRISP-K005325/2020 (VOC B.1.351) via an intranasal challenge. Seroconverted rechallenged animals did not lose weight and shed virus for 3 days. They had little infectious virus and no pathology in the lungs. In contrast, shedding, weight loss and extensive pulmonary pathology caused by B.1.351 replication was observed in the non-seroconverted animals. The rechallenged seroconverted animals did not transmit virus to naïve sentinels via direct contact transmission, in contrast to the non-seroconverted animals. Reinfection with B.1.351 triggered an anamnestic response that boosted not only neutralizing titers against lineage A, but also titers against B.1.351. Our results confirm that aerosol exposure is a more efficient infection route than fomite exposure. Furthermore, initial infection with SARS-CoV-2 lineage A does not prevent heterologous reinfection with B.1.351 but prevents disease and onward transmission. These data suggest that previous SARS-CoV-2 exposure induces partial protective immunity. The reinfection generated a broadly neutralizing humoral response capable of effectively neutralizing B.1.351 while maintaining its ability to neutralize the virus to which the initial response was directed against.</p>",2021-05-05
9,10.1101/2021.04.28.21256261,21,medRxiv,Epidemiology,True,Aspirin and NSAID use and the risk of COVID-19,"David A. Drew, Chuan-Guo Guo, Karla A. Lee, Long H. Nguyen, Amit D. Joshi, Chun-Han Lo, Wenjie Ma, Raaj S. Mehta, Sohee Kwon, Christina M. Astley, Mingyang Song, Richard Davies, Joan Capdevila, Mary Ni Lochlainn, Carole H. Sudre, Mark S. Graham, Thomas Varsavsky, Maria F. Gomez, Beatrice Kennedy, Hugo Fitipaldi, Jonathan Wolf, Tim D. Spector, Sebastien Ourselin, Claire J. Steves, Andrew T. Chan","<p>Early reports raised concern that use of non-steroidal anti-inflammatory drugs (NSAIDs) may increase risk of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) disease (COVID-19). Users of the COVID Symptom Study smartphone application reported use of aspirin and other NSAIDs between March 24 and May 8, 2020. Users were queried daily about symptoms, COVID-19 testing, and healthcare seeking behavior. Cox proportional hazards regression was used to determine the risk of COVID-19 among according to aspirin or non-aspirin NSAID users. Among 2,736,091 individuals in the U.S., U.K., and Sweden, we documented 8,966 incident reports of a positive COVID-19 test over 60,817,043 person-days of follow-up. Compared to non-users and after stratifying by age, sex, country, day of study entry, and race/ethnicity, non-aspirin NSAID use was associated with a modest risk for testing COVID-19 positive (HR 1.23 [1.09, 1.32]), but no significant association was observed among aspirin users (HR 1.13 [0.92, 1.38]). After adjustment for lifestyle factors, comorbidities and baseline symptoms, any NSAID use was not associated with risk (HR 1.02 [0.94, 1.10]). Results were similar for those seeking healthcare for COVID-19 and were not substantially different according to lifestyle and sociodemographic factors or after accounting for propensity to receive testing. Our results do not support an association of NSAID use, including aspirin, with COVID-19 infection. Previous reports of a potential association may be due to higher rates of comorbidities or use of NSAIDs to treat symptoms associated with COVID-19.</p><sec><title>One Sentence Summary</title><p>NSAID use is not associated with COVID-19 risk.</p></sec>",2021-05-02
