,doi,tweets,archive,subject-area,covid,title,authors,abstract,posted
0,10.1101/2021.06.20.449152,199,bioRxiv,Neuroscience,False,Large-scale neural recordings with single-cell resolution in human cortex using high-density Neuropixels probes,"[{'name': 'Angelique C. Paulk'}, {'name': 'Yoav Kfir'}, {'name': 'Arjun Khanna'}, {'name': 'Martina Mustroph'}, {'name': 'Eric M. Trautmann'}, {'name': 'Dan J. Soper'}, {'name': 'Sergey D. Stavisky'}, {'name': 'Marleen Welkenhuysen'}, {'name': 'Barundeb Dutta'}, {'name': 'Krishna V. Shenoy'}, {'name': 'Leigh R. Hochberg'}, {'name': 'R. Mark Richardson'}, {'name': 'Ziv M. Williams'}, {'name': 'Sydney S. Cash'}]","<p>Recent advances in multi-electrode array technology have made it possible to monitor large neuronal ensembles at high resolution. In humans, however, current approaches either restrict recordings to only a few neurons per penetrating electrode or combine the signals of thousands of neurons in local field potential (LFP) recordings. Here, we describe a set of techniques which enable simultaneous recording from over 200 well-isolated cortical single units in human participants during intraoperative neurosurgical procedures using Neuropixels silicon probes. We characterized a diversity of extracellular waveforms with eight separable single unit classes, with differing firing rates, positions along the length of the linear electrode array, spatial spread of the waveform, and modulation by LFP events such as inter-ictal discharges and burst suppression. While some additional challenges remain in creating a turn-key system capable of recording, Neuropixels technology could pave the way to studying human-specific cognitive processes and their dysfunction at unprecedented spatiotemporal resolution.</p>",2021-06-21
1,10.1101/2021.06.23.449568,196,bioRxiv,Molecular Biology,True,Increased lung cell entry of B.1.617.2 and evasion of antibodies induced by infection and BNT162b2 vaccination,"[{'name': 'Prerna Arora'}, {'name': 'Amy Kempf'}, {'name': 'Inga Nehlmeier'}, {'name': 'Anzhalika Sidarovich'}, {'name': 'Nadine Krüger'}, {'name': 'Luise Graichen'}, {'name': 'Anna-Sophie Moldenhauer'}, {'name': 'Martin S. Winkler'}, {'name': 'Sebastian Schulz'}, {'name': 'Hans-Martin Jäck'}, {'name': 'Metodi V. Stankov'}, {'name': 'Georg M. N. Behrens'}, {'name': 'Stefan Pöhlmann'}, {'name': 'Markus Hoffmann'}]","<p>The delta variant of SARS-CoV-2, B.1.617.2, emerged in India and has subsequently spread to over 80 countries. B.1.617.2 rapidly replaced B.1.1.7 as the dominant virus in the United Kingdom, resulting in a steep increase in new infections, and a similar development is expected for other countries. Effective countermeasures require information on susceptibility of B.1.617.2 to control by antibodies elicited by vaccines and used for COVID-19 therapy. We show, using pseudotyping, that B.1.617.2 evades control by antibodies induced upon infection and BNT162b2 vaccination, although with lower efficiency as compared to B.1.351. Further, we found that B.1.617.2 is resistant against Bamlanivimab, a monoclonal antibody with emergency use authorization for COVID-19 therapy. Finally, we show increased Calu-3-lung cell entry and enhanced cell-to-cell fusion of B.1.617.2, which may contribute to augmented transmissibility and pathogenicity of this variant. These results identify B.1.617.2 as an immune evasion variant with increased capacity to enter and fuse lung cells.</p>",2021-06-23
2,10.1101/2021.06.24.449497,38,bioRxiv,Zoology,False,A novel flight style allowing the smallest featherwing beetles to excel,"[{'name': 'Sergey E. Farisenkov'}, {'name': 'Dmitry Kolomenskiy'}, {'name': 'Pyotr N. Petrov'}, {'name': 'Nadejda A. Lapina'}, {'name': 'Thomas Engels'}, {'name': 'Fritz-Olaf Lehmann'}, {'name': 'Ryo Onishi'}, {'name': 'Hao Liu'}, {'name': 'Alexey A. Polilov'}]","<p>Flight speed generally correlates positively with animal body size [1]. Surprisingly, miniature featherwing beetles can fly at speeds and accelerations of insects three times as large [2]. We show here that this performance results from a previously unknown type of wing motion. Our experiment combines three-dimensional reconstructions of morphology and kinematics in one of the smallest insects, <italic>Paratuposa placentis</italic> (body length 395 μm). The flapping bristled wing follows a pronounced figure-eight loop that consists of subperpendicular up and down strokes followed by claps at stroke reversals, above and below the body. Computational analyses suggest a functional decomposition of the flapping cycle in two power half strokes producing a large upward force and two down-dragging recovery half strokes. In contrast to heavier membranous wings, the motion of bristled wings of the same size requires little inertial power. Muscle mechanical power requirements thus remain positive throughout the wing beat cycle, making elastic energy storage obsolete. This novel flight style evolved during miniaturization may compensate for costs associated with air viscosity and helps explain how extremely small insects preserved superb aerial performance during miniaturization. Incorporating this flight style in artificial flappers is a challenge for designers of micro aerial vehicles.</p>",2021-06-25
3,10.1101/2021.06.22.449254,34,bioRxiv,Cell Biology,False,RNA at the surface of phase-separated condensates impacts their size and number,"[{'name': 'Audrey Cochard'}, {'name': 'Marina Garcia-Jove Navarro'}, {'name': 'Shunnichi Kashida'}, {'name': 'Michel Kress'}, {'name': 'Dominique Weil'}, {'name': 'Zoher Gueroui'}]","<p>Membrane-less organelles, by localizing and regulating complex biochemical reactions, are ubiquitous functional subunits of intracellular organization. They include a variety of nuclear and cytoplasmic ribonucleoprotein (RNP) condensates, such as nucleoli, P-bodies, germ granules and stress granules. While is it now recognized that specific RNA and protein families are critical for the biogenesis of RNP condensates, how these molecular constituents determine condensate size and morphology is unknown. To circumvent the biochemical complexity of endogenous RNP condensates, the use of programmable tools to reconstitute condensate formation with minimal constituents can be instrumental. Here we report a methodology to form RNA-containing condensates in living cells with controlled RNA and protein composition. Our bioengineered condensates are made of ArtiGranule scaffolds undergoing liquid-liquid phase separation in cells and programmed to specifically recruit a unique RNA species. We found that RNAs localized on condensate surface, either as isolated RNA molecules or as a homogenous corona of RNA molecules around the condensate. This simplified system allowed us to demonstrate that the size of the condensates scales with RNA surface density, the higher the RNA density is, the smaller and more frequent the condensates are. Our observations suggest a mechanism based on physical constraints, provided by RNAs localized on condensate surface, that limit condensate growth and coalescence.</p>",2021-06-22
4,10.1101/2021.06.21.449205,26,bioRxiv,Evolutionary Biology,True,One viral sequence for each host? – The neglected within-host diversity as the main stage of SARS-CoV-2 evolution,"[{'name': 'Yongsen Ruan'}, {'name': 'Mei Hou'}, {'name': 'Jiarui Li'}, {'name': 'Yangzi Song'}, {'name': 'Hurng-YI Wang'}, {'name': 'Xionglei He'}, {'name': 'Hui Zeng'}, {'name': 'Jian Lu'}, {'name': 'Haijun Wen'}, {'name': 'Chen Chen'}, {'name': 'Chung-I Wu'}]","<p>The standard practice of presenting one viral sequence for each infected individual implicitly assumes low within-host genetic diversity. It places the emphasis on the viral evolution between, rather than within, hosts. To determine this diversity, we collect SARS-CoV-2 samples from the same patient multiple times. Our own data in conjunction with previous reports show that two viral samples collected from the same individual are often very different due to the substantial within-host diversity. Each sample captures only a small part of the total diversity that is transiently and locally released from infected cells. Hence, the global SARS-CoV-2 population is a meta-population consisting of the viruses in all the infected hosts, each of which harboring a genetically diverse sub-population. Advantageous mutations must be present first as the within-host diversity before they are revealed as between-host polymorphism. The early detection of such diversity in multiple hosts could be an alarm for potentially dangerous mutations. In conclusion, the main forces of viral evolution, i.e., mutation, drift, recombination and selection, all operate within hosts and should be studied accordingly. Several significant implications are discussed.</p>",2021-06-21
5,10.1101/2021.06.15.21258669,18,medRxiv,Infectious Diseases (except HIV/AIDS),True,COMPARATIVE IMMUNOGENICITY OF BNT162b2 mRNA VACCINE WITH NATURAL COVID-19 INFECTION,"[{'name': 'Mina Psichogiou'}, {'name': 'Andreas Karabinis'}, {'name': 'Garyphallia Poulakou'}, {'name': 'Anastasia Antoniadou'}, {'name': 'Anastasia Kotanidou'}, {'name': 'Dimitrios Degiannis'}, {'name': 'Ioanna D. Pavlopoulou'}, {'name': 'Antigoni Chaidaroglou'}, {'name': 'Sotirios Roussos'}, {'name': 'Elpida Mastrogianni'}, {'name': 'Irene Eliadi'}, {'name': 'Dimitrios Basoulis'}, {'name': 'Konstantinos Petsios'}, {'name': 'Konstantinos Leontis'}, {'name': 'Eleni Kakkalou'}, {'name': 'Konstantinos Protopapas'}, {'name': 'Edison Jahaj'}, {'name': 'Maria Pratikaki'}, {'name': 'Konstantinos N. Syrigos'}, {'name': 'Pagona Lagiou'}, {'name': 'Helen Gogas'}, {'name': 'Sotirios Tsiodras'}, {'name': 'Gkikas Magiorkinis'}, {'name': 'Dimitrios Paraskevis'}, {'name': 'Vana Sypsa'}, {'name': 'Angelos Hatzakis'}]","<p>The mRNA vaccine BNT162b2 has proven highly effective and currently many millions are being vaccinated. There are limited and conflicting data from immunogenicity studies on the effects of age, gender, vaccination side effects (VSE), risk factors for severe COVID-19 (RFS-COV), obesity (BMI) and previous SARS-CoV-2 (Pr-CoV) Moreover, immunogenicity data from COVID-19 patients comparing various disease categories of natural infection i.e. asymptomatic vs mild vs moderate vs severe infection are sparse, and include limited number of individuals.</p><p>This study included 871 vaccinated health care workers (HCW) and 181 patients with natural infection. Immunogenicity was assessed by a quantative assay measuring anti-SARS-CoV-2 against the RBD domain of the spike protein (anti-RBD) and anti-SARS-CoV-2 against nucleocapsid protein (anti-N). Samples were collected 1-2 weeks after completion of the 2<sup>nd</sup> dose in the vaccinated HCWs and 15-59 days post symptoms onset in patients with natural infection.</p><p>The concentration of anti-RBD in vaccinated individuals after multivariable analysis was significantly associated with age, gender, VSE and Pr-CoV. Specifically, anti-RBD median levels (95% CI) were lower by 2,466 (651-5,583), 6,228 (3,254-9,203) and 7,651 (4,479-10,823) AU/ml in 35-44, 45-54, 55-70 yrs respectively, compared with 18-34 yrs group. In females, median levels of anti-RBD were higher by 2,823 (859-4,787) compared with males, in individuals with VSE were higher by 5,024 (3,122-6,926) compared with no VSE, and in HCWs with Pr-CoV were higher by 9,971 (5,158-14,783) AU/ml compared with HCWs without Pr-CoV.</p><p>Among individuals with natural infection, the median anti-RBD levels were 14.8 times higher in patients with critical COVID-19 infection compared with non-hospitalized individuals. The ratio of anti-RBD in vaccinated individuals versus those with natural infection varied from 1.0 up to 19.4 according to the clinical subgroup of natural infection.</p><p>This study proves the high immunogenicity of BNT162b2 vaccine although its sustainability remains to be seen. The use of comparative data from natural infection serological panels, expressing the clinical heterogeneity of natural infection may facilitate early decisions for vaccine evaluation in clinical trials.</p>",2021-06-21
6,10.1101/2021.06.24.449808,18,bioRxiv,Plant Biology,False,Methods for in situ quantitative root biology,"[{'name': 'Taras Pasternak'}, {'name': 'Jose Manuel Perez-Perez'}]","<p>When dealing with plant roots, a multi-scale description of the functional root structure is needed. Since the beginning of XXI century, new devices like laser confocal microscopes have been accessible for coarse root structure measurements, including 3D reconstruction. Most re-searchers are familiar with using simple 2D geometry visualization that does not allow quantitatively determination of key morphological features from an organ-like perspective. We provide here a detailed description of the quantitative methods available for three-dimensional (3D) analysis of root features at single cell resolution, including root asymmetry, lateral root analysis, xylem and phloem structure, cell cycle kinetics, and chromatin determination. Quantitative maps of the distal and proximal root meristems are shown for different species, including Arabidopsis thaliana, Nicotiana tabacum and Medicago sativa. A 3D analysis of the primary root tip showed divergence in chromatin organization and cell volume distribution between cell types and precisely mapped root zonation for each cell file. Detailed protocols are also provided. Possible pitfalls in the usage of the marker lines are discussed. Therefore, researchers who need to improve their quantitative root biology portfolio can use them as a reference.</p>",2021-06-25
7,10.1101/2021.06.21.449174,17,bioRxiv,Molecular Biology,False,Protective role of the Atg8 homologue Gabarapl1 in regulating cardiomyocyte glycophagy in diabetic heart disease,"[{'name': 'Kimberley M. Mellor'}, {'name': 'Upasna Varma'}, {'name': 'Parisa Koutsifeli'}, {'name': 'Claire L. Curl'}, {'name': 'Johannes V. Janssens'}, {'name': 'Lorna J. Daniels'}, {'name': 'Gabriel B. Bernasochi'}, {'name': 'Antonia J.A. Raaijmakers'}, {'name': 'Victoria L. Benson'}, {'name': 'Eleia J. Chan'}, {'name': 'Marco Annandale'}, {'name': 'Xun Li'}, {'name': 'Yohanes Nursalim'}, {'name': 'Wendy T.K. Ip'}, {'name': 'David J. Taylor'}, {'name': 'Koen Raedschelders'}, {'name': 'Aleksandr Stotland'}, {'name': 'Aaron E. Robinson'}, {'name': 'Richard J. Mills'}, {'name': 'Regis R. Lamberts'}, {'name': 'Kim L. Powell'}, {'name': 'Terence J. O’Brien'}, {'name': 'Rajesh Katare'}, {'name': 'Chanchal Chandramouli'}, {'name': 'Rebecca H. Ritchie'}, {'name': 'Shiang Y. Lim'}, {'name': 'Robert G. Parton'}, {'name': 'Xinli Hu'}, {'name': 'James R. Bell'}, {'name': 'Enzo R. Porrello'}, {'name': 'James E. Hudson'}, {'name': 'Rui-Ping Xiao'}, {'name': 'Jennifer E. Van Eyk'}, {'name': 'Roberta A. Gottlieb'}, {'name': 'Lea M.D. Delbridge'}]","<p>Diabetic heart disease is highly prevalent and characterized by diastolic dysfunction. The mechanisms of diabetic heart disease are poorly understood and no targeted therapies are available. Here we show that the diabetic myocardium (type 1 and type 2) is characterized by marked glycogen elevation and ectopic cellular localization - a paradoxical metabolic pathology given suppressed cardiomyocyte glucose uptake in diabetes. We demonstrate involvement of a glycogen-selective autophagy pathway (‘glycophagy’) defect in mediating this pathology. Genetically manipulated deficiency of Gabarapl1, an Atg8 autophagy homologue, induces cardiac glycogen accumulation and diastolic dysfunction. Stbd1, the Gabarapl1 cognate autophagosome partner is identified as a unique component of the early glycoproteome response to hyperglycemia in cardiac, but not skeletal muscle. Cardiac-targeted <italic>in vivo</italic> Gabarapl1 gene delivery normalizes glycogen levels, diastolic function and cardiomyocyte mechanics. These findings reveal that cardiac glycophagy is a key metabolic homeostatic process perturbed in diabetes that can be remediated by Gabarapl1 intervention.</p>",2021-06-22
8,10.1101/2021.06.25.449942,15,bioRxiv,Plant Biology,False,Intraspecific diversity observed in the wild tomato species Solanum chilense in initial immune responses towards a glucan elicitor.,"[{'name': 'Parvinderdeep S. Kahlon'}, {'name': 'Andrea Förner'}, {'name': 'Michael Muser'}, {'name': 'Mhaned Oubounyt'}, {'name': 'Michael Gigl'}, {'name': 'Richard Hammerl'}, {'name': 'Jan Baumbach'}, {'name': 'Ralph Hückelhoven'}, {'name': 'Corinna Dawid'}, {'name': 'Remco Stam'}]","<p>Natural plant populations are highly polymorphic and often show intraspecific quantitative, variation in resistance properties against pathogens. The activation of the underlying defence responses can depend on the perception of conserved pathogen-associated molecular patterns (PAMPs). To dissect and understand such variation, we evaluated the diversity of responses induced by laminarin (representing a general glucan elicitor of plant immune responses) in the wild tomato species Solanum chilense. We confirm considerable overlap of the plant's global transcriptional responses to laminarin and to the oomycete pathogen Phytophthora infestans. We further measured key components of basal defence responses such as reactive oxygen species (ROS) production and levels of diverse phytohormones and their derivatives upon elicitation with laminarin in 83 plants originating from nine natural populations of S. chilense from distinct geographic origin. We found high diversity in these components at basal and elicitor-induced levels. We generated generalised linear mixed models (GLMMs) with these components to explain the observed resistance phenotype against P. infestans in the plants and found that additive effects of multiple components best explain resistance at the species level. For individual components, we observed the strongest positive correlation between the resistance phenotype and ethylene (ET) production upon laminarin elicitation. The strength of this correlation differed between individual populations. Chemical inhibition of ET production in individuals from a population, in which ET production was associated with resistance, provoked more severe disease symptoms. Our findings reveal high diversity in the strength of induced defence responses within a species and in the basal levels of other stress-related phytohormones. We show the involvement of multiple components with a quantitatively different contribution of individual components to resistance in geographically separated populations of S. chilense against P. infestans.</p>",2021-06-26
9,10.1101/2021.06.21.449293,14,bioRxiv,Plant Biology,False,An artificial host system enables the obligate parasitic plant Cuscuta campestris to grow and complete its life cycle in vitro,"[{'name': 'Vivian Bernal-Galeano'}, {'name': 'James H. Westwood'}]","<p><italic>Cuscuta campestris</italic> is an obligate parasitic plant that requires a host to complete its lifecycle. Parasite-host connections occur via an haustorium, a unique organ that acts as a bridge for the uptake of water, nutrients and macromolecules. Research on <italic>Cuscuta</italic> is often complicated by host influences, but comparable systems for growing the parasite in the absence of a host do not exist. We developed an axenic method to grow <italic>C. campestris</italic> on an Artificial Host System (AHS). We evaluated the effects of nutrients and phytohormones on parasite haustoria development and growth. Haustorium morphology and gene expression were characterized. The AHS consists of an inert, fibrous stick that mimics a host stem, wicking water and nutrients to the parasite. It enables <italic>C. campestris</italic> to exhibit a parasitic habit and develop through all stages of its lifecycle, including production of new shoots and viable seeds. Phytohormones NAA and BA affect haustoria morphology, and increase parasite fresh weight and biomass. Gene expression in AHS haustoria reflect process similar to those in haustoria on actual host plants. The AHS is a methodological improvement for studying <italic>Cuscuta</italic> biology by avoiding specific host effects on parasite and giving researchers full control of the parasite environment.</p>",2021-06-21
