,doi,tweets,archive,subject-area,covid,title,authors,abstract,posted
0,10.1101/2021.08.20.457153,56,bioRxiv,Genomics,False,"Loops, TADs, Compartments, and Territories are Elastic and Robust to Dramatic Nuclear Volume Swelling","[{'name': 'Jacob T. Sanders'}, {'name': 'Rosela Golloshi'}, {'name': 'Peyton H. Terry'}, {'name': 'Darrian G. Nash'}, {'name': 'Yang Xu'}, {'name': 'Job Dekker'}, {'name': 'Rachel Patton McCord'}]","<p>Layers of genome organization are becoming increasingly better characterized, but less is known about how these structures respond to perturbation or shape changes. Low-salt swelling of isolated chromatin fibers or nuclei has been used for decades to investigate the structural properties of chromatin. But, visible changes in chromatin appearance have not been linked to known building blocks of genome structure or features along the genome sequence. We combine low-salt swelling of isolated nuclei with genome-wide chromosome conformation capture (Hi-C) and imaging approaches to probe the effects of chromatin extension genome-wide. Photoconverted patterns on nuclei during expansion and contraction indicate that global genome structure is preserved after dramatic nuclear volume swelling, suggesting a highly elastic chromosome topology. Hi-C experiments before, during, and after nuclear swelling show changes in average contact probabilities at short length scales, reflecting the extension of the local chromatin fiber. But, surprisingly, during this large increase in nuclear volume, there is a striking maintenance of loops, TADs, active and inactive compartments, and chromosome territories. Subtle differences after expansion are observed, suggesting that the local chromatin state, protein interactions, and location in the nucleus can affect how strongly a given structure is maintained under stress. From these observations, we propose that genome topology is robust to extension of the chromatin fiber and isotropic shape change, and that this elasticity may be beneficial in physiological circumstances of changes in nuclear size and volume.</p>",2021-08-23
1,10.1101/2021.08.25.457692,24,bioRxiv,Immunology,True,The Lambda variant of SARS-CoV-2 has a better chance than the Delta variant to escape vaccines,"[{'name': 'Haolin Liu'}, {'name': 'Pengcheng Wei'}, {'name': 'Qianqian Zhang'}, {'name': 'Katja Aviszus'}, {'name': 'Jared Linderberger'}, {'name': 'John Yang'}, {'name': 'Junfeng Liu'}, {'name': 'Zhongzhou Chen'}, {'name': 'Hassan Waheed'}, {'name': 'Lyndon Reynoso'}, {'name': 'Gregory P. Downey'}, {'name': 'Stephen K. Frankel'}, {'name': 'John Kappler'}, {'name': 'Philippa Marrack'}, {'name': 'Gongyi Zhang'}]","<p>The newly emerging variants of SARS-CoV-2 from India (Delta variant) and South America (Lambda variant) have led to a higher infection rate of either vaccinated or unvaccinated people. We found that sera from Pfizer-BioNTech vaccine remain high reactivity toward the receptor binding domain (RBD) of Delta variant while it drops dramatically toward that of Lambda variant. Interestingly, the overall titer of antibodies of Pfizer-BioNTech vaccinated individuals drops 3-fold after 6 months, which could be one of major reasons for breakthrough infections, emphasizing the importance of potential third boost shot. While a therapeutic antibody, Bamlanivimab, decreases binding affinity to Delta variant by ~20 fold, it fully lost binding to Lambda variant. Structural modeling of complexes of RBD with human receptor, Angiotensin Converting Enzyme 2 (ACE2), and Bamlanivimab suggest the potential basis of the change of binding. The data suggest possible danger and a potential surge of Lambda variant in near future.</p>",2021-08-26
2,10.1101/2021.08.25.457694,20,bioRxiv,Developmental Biology,False,SOX transcription factors direct TCF-independent WNT/beta-catenin transcription,"[{'name': 'Shreyasi Mukherjee'}, {'name': 'David M. Luedeke'}, {'name': 'Leslie Brown'}, {'name': 'Aaron M. Zorn'}]","<p>WNT/ß-catenin signaling regulates gene expression across numerous biological contexts including development, stem cell homeostasis and tissue regeneration, and dysregulation of this pathway has been implicated in many diseases including cancer. One fundamental question is how distinct WNT target genes are activated in a context-specific manner, given the dogma that most, if not all, WNT/ß-catenin responsive transcription is mediated by TCF/LEF transcription factors (TFs) that have similar DNA-binding specificities. Here we show that the SOX family of TFs direct lineage-specific WNT/ß-catenin responsive transcription during the differentiation of human pluripotent stem cells (hPSCs) into definitive endoderm (DE) and neuromesodermal progenitors (NMPs). Using time-resolved multi-omics analyses, we show that ß-catenin association with chromatin is highly dynamic, colocalizing with distinct TCFs and/or SOX TFs at distinct stages of differentiation, indicating both cooperative and competitive modes of genomic interactions. We demonstrate that SOX17 and SOX2 are required to recruit ß-catenin to hundreds of lineage-specific WNT-responsive enhancers, many of which are not occupied by TCFs. At a subset of these TCF-independent enhancers, SOX TFs are required to both establish a permissive chromatin landscape and recruit a WNT-enhanceosome complex that includes ß-catenin, BCL9, PYGO and transcriptional coactivators to direct SOX/ß-catenin-dependent transcription. Given that SOX TFs are expressed in almost every cell type, these results have broad mechanistic implications for the specificity of WNT responses across many developmental and disease contexts.</p>",2021-08-26
3,10.1101/2021.08.24.457563,9,bioRxiv,Evolutionary Biology,False,The Evolution of Nest Site Specialization and its Macroevolutionary Consequences in Passerine Birds,"[{'name': 'Rosana Zenil-Ferguson'}, {'name': 'Jay P. McEntee'}, {'name': 'J. Gordon Burleigh'}, {'name': 'Renée A. Duckworth'}]","<p>A long-standing hypothesis in evolutionary biology is that the evolution of resource specialization can lead to an evolutionary dead end, where specialists have low diversification rates and limited ability to evolve into generalists. However, in recent years, advances in comparative methods investigating trait-based differences associated with diversification have enabled more robust tests of this idea and have found mixed support. Here we test the evolutionary dead end hypothesis by estimating net diversification rate differences associated with nest site specialization among 3,224 species of passerine birds. In particular, we test whether the adoption of hole-nesting, a nest site specialization that decreases predation, results in reduced diversification rates relative to nesting outside of holes. Further, we examine whether evolutionary transitions to the specialist hole-nesting state have been more frequent than transitions out of hole-nesting. Using diversification models that accounted for background rate heterogeneity and different extinction rate scenarios, we found that hole-nesting specialization was not associated with diversification rate differences. Furthermore, contrary to the assumption that specialists rarely evolve into generalists, we found that transitions out of hole-nesting occur more frequently than transitions into hole-nesting. These results suggest that interspecific competition may limit adoption of hole-nesting, but that such competition does not result in limited diversification of hole-nesters. In conjunction with other recent studies using robust comparative methods, our results add to growing evidence that evolutionary dead ends are not a typical outcome of resource specialization.</p>",2021-08-25
4,10.1101/2021.08.20.21261814,9,medRxiv,Genetic and Genomic Medicine,False,Comprehensive genetic analysis of the human lipidome identifies novel loci controlling lipid homeostasis with links to coronary artery disease,"[{'name': 'Gemma Cadby'}, {'name': 'Corey Giles'}, {'name': 'Phillip E Melton'}, {'name': 'Kevin Huynh'}, {'name': 'Natalie A Mellett'}, {'name': 'Thy Duong'}, {'name': 'Anh Nguyen'}, {'name': 'Michelle Cinel'}, {'name': 'Alex Smith'}, {'name': 'Gavriel Olshansky'}, {'name': 'Tingting Wang'}, {'name': 'Marta Brozynska'}, {'name': 'Mike Inouye'}, {'name': 'Nina S McCarthy'}, {'name': 'Amir Ariff'}, {'name': 'Joseph Hung'}, {'name': 'Jennie Hui'}, {'name': 'John Beilby'}, {'name': 'Marie-Pierre Dubé'}, {'name': 'Gerald F Watts'}, {'name': 'Sonia Shah'}, {'name': 'Naomi R Wray'}, {'name': 'Wei Ling Florence Lim'}, {'name': 'Pratishtha Chatterjee'}, {'name': 'Ian Martins'}, {'name': 'Simon M Laws'}, {'name': 'Tenielle Porter'}, {'name': 'Michael Vacher'}, {'name': 'Ashley I Bush'}, {'name': 'Christopher C Rowe'}, {'name': 'Victor L Villemagne'}, {'name': 'David Ames'}, {'name': 'Colin L Masters'}, {'name': 'Kevin Taddei'}, {'name': 'Matthias Arnold'}, {'name': 'Gabi Kastenmüller'}, {'name': 'Kwangsik Nho'}, {'name': 'Andrew J Saykin'}, {'name': 'Xianlin Han'}, {'name': 'Rima Kaddurah-Daouk'}, {'name': 'Ralph N Martins'}, {'name': 'John Blangero'}, {'name': 'Peter J Meikle'}, {'name': 'Eric K Moses'}]","<p>We integrated lipidomics and genomics to unravel the genetic architecture of lipid metabolism and identify genetic variants associated with lipid species that are putatively in the mechanistic pathway to coronary artery disease (CAD). We quantified 596 lipid species in serum from 4,492 phenotyped individuals from the Busselton Health Study. In our discovery GWAS we identified 667 independent loci associations with these lipid species (479 novel), followed by meta-analysis and validation in two independent cohorts. Lipid endophenotypes (134) identified for CAD were associated with variation at 186 genomic loci. Associations between independent lipid-loci with coronary atherosclerosis were assessed in ∼456,000 individuals from the UK Biobank. Of the 53 lipid-loci that showed evidence of association (P&lt;1×10<sup>−3</sup>), 43 loci were associated with at least one of the 134 lipid endophenotypes. The findings of this study illustrate the value of integrative biology to investigate the genetics and lipid metabolism in the aetiology of atherosclerosis and CAD, with implications for other complex diseases.</p>",2021-08-25
5,10.1101/2021.08.23.457408,9,bioRxiv,Immunology,True,Deep immune profiling of the maternal-fetal interface with mild SARS-CoV-2 infection,"[{'name': 'Suhas Sureshchandra'}, {'name': 'Michael Z Zulu'}, {'name': 'Brianna Doratt'}, {'name': 'Allen Jankeel'}, {'name': 'Delia Tifrea'}, {'name': 'Robert Edwards'}, {'name': 'Monica Rincon'}, {'name': 'Nicole E. Marshall'}, {'name': 'Ilhem Messaoudi'}]","<p>Pregnant women are an at-risk group for severe COVID-19, though the majority experience mild/asymptomatic disease. Although severe COVID-19 has been shown to be associated with immune activation at the maternal-fetal interface even in the absence of active viral replication, the immune response to asymptomatic/mild COVID-19 remains unknown. Here, we assessed immunological adaptations in both blood and term decidua from 9 SARS-exposed pregnant women with asymptomatic/mild disease and 15 pregnant SARS-naive women. In addition to selective loss of tissue-resident decidual macrophages, we report attenuation of antigen presentation and type I IFN signaling but upregulation of inflammatory cytokines and chemokines in blood monocyte derived decidual macrophages. On the other hand, infection was associated with remodeling of the T cell compartment with increased frequencies of activated CD69+ tissue-resident T cells and decreased abundance of Tregs. Interestingly, frequencies of cytotoxic CD4 and CD8 T cells increased only in the blood, while CD8 effector memory T cells were expanded in the decidua. In contrast to decidual macrophages, signatures of type I IFN signaling were increased in decidual T cells. Finally, T cell receptor diversity was significantly reduced with infection in both compartments, albeit to a much greater extent in the blood. The resulting aberrant immune activation in the placenta, even with asymptomatic disease may alter the exquisitely sensitive developing fetal immune system, leading to long-term adverse outcomes for offspring.</p>",2021-08-23
6,10.1101/2021.08.22.457251,8,bioRxiv,Neuroscience,False,Modeling movie-evoked human brain activity using motion-energy and space-time vision transformer features,[{'name': 'Shinji Nishimoto'}],"<p>In this paper, the process of building a model for predicting human brain activity under video viewing conditions was described as a part of an entry into the Algonauts Project 2021 Challenge. The model was designed to predict brain activity measured using functional MRI (fMRI) by weighted linear summations of the spatiotemporal visual features that appear in the video stimuli (video features). Two types of video features were used: (1) motion-energy features designed based on neurophysiological findings, and (2) features derived from a space-time vision transformer (TimeSformer). To utilize the features of various video domains, the features of the TimeSformer models pre-trained using several different movie sets were combined. Through these model building and validation processes, results showed that there is a certain correspondence between the hierarchical representation of the TimeSformer model and the hierarchical representation of the visual system in the brain. The motion-energy features are effective in predicting brain activity in the early visual areas, while TimeSformer-derived features are effective in higher-order visual areas, and a hybrid model that uses motion energy and TimeSformer features is effective for predicting whole brain activity.</p>",2021-08-23
7,10.1101/2021.08.24.457556,7,bioRxiv,Plant Biology,False,Interactions between a mechanosensitive channel and cell wall integrity signaling influence pollen germination in Arabidopsis thaliana,"[{'name': 'Yanbing Wang'}, {'name': 'Joshua Coomey'}, {'name': 'Kari Miller'}, {'name': 'Gregory S. Jensen'}, {'name': 'Elizabeth S. Haswell'}]","<p>Cells employ multiple systems to maintain cellular integrity, including mechanosensitive (MS) ion channels and the cell wall integrity (CWI) pathway. Here, we use pollen as a model system to ask how these different mechanisms are interconnected at the cellular level. MscS-Like (MSL)8 is an MS channel required to protect <italic>Arabidopsis thaliana</italic> pollen from osmotic challenges during <italic>in vitro</italic> rehydration, germination and tube growth. New CRISPR/Cas9 and artificial microRNA-generated <italic>msl8</italic> alleles produced unexpected pollen phenotypes, including the ability to germinate a tube after bursting, dramatic defects in cell wall structure and disorganized callose deposition at the germination site. We document complex genetic interactions between <italic>MSL8</italic> and two previously established components of the CWI pathway, <italic>MARIS</italic>, and <italic>ANXUR1/2</italic>. Overexpression of <italic>MARIS<sup>R240C</sup>-FP</italic> suppressed the bursting, germination, and callose deposition phenotypes of <italic>msl8</italic> mutant pollen. Null <italic>msl8</italic> alleles suppressed the internalized callose structures observed in <italic>MARIS<sup>R240C</sup>-FP</italic> lines. Similarly, <italic>MSL8-YFP</italic> overexpression suppressed bursting in the <italic>anxur1/2</italic> mutant background, while <italic>anxur1/2</italic> alleles reduced the strong rings of callose around ungerminated pollen grains in <italic>MSL8-YFP</italic> over-expressors. These data show that MS ion channels modulate callose deposition in pollen and provides evidence that cell wall and membrane surveillance systems coordinate in a complex manner to maintain cell integrity.</p>",2021-08-25
8,10.1101/2021.08.25.457601,7,bioRxiv,Molecular Biology,False,Plant Polymerase IV sensitizes chromatin through histone modifications to preclude spread of silencing into protein-coding domains,"[{'name': 'Vivek Hari Sundar G'}, {'name': 'Chenna Swetha'}, {'name': 'Debjani Basu'}, {'name': 'Kannan Pachamuthu'}, {'name': 'Tania Chakraborty'}, {'name': 'Rebecca A. Mosher'}, {'name': 'P. V. Shivaprasad'}]","<p>Heterochromatin is the predominant architectural feature of genomes that ensures genomic stability across eukaryotes. It mostly functions in restricting expression of repeats, mobile elements such as transposons and other regions. The establishment, maintenance and spreading of heterochromatin requires several factors including chromatin modifiers. However, how exactly heterochromatin formation is avoided in protein-coding domains is poorly understood. Here we show that a plant specific paralogue of RNA polymerase (pol) II, named pol IV, is involved in avoidance of facultative heterochromatic marks in protein coding genes, in addition to silencing the repeats and transposons forming constitutive heterochromatin. In its absence, H3K27 trimethylation mark intrudes the protein coding genes, more profoundly in genes embedded with repeats. In a subset of genes that lack the compensatory silencing, spurious transcriptional activity results in small(s)RNA production leading to post-transcriptional gene silencing. We show that such effects are significantly pronounced in rice, a plant with larger genome with distributed heterochromatin when compared to Arabidopsis. Our results indicate the surprising division of labour among plant-specific polymerases, not just in establishing effective silencing via small RNAs and epigenetics, but also in influencing chromatin boundaries.</p><sec><title>Abstract Figure</title><fig id=""ufig1"" position=""anchor"" orientation=""portrait""><graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""457601v1_ufig1"" position=""float"" orientation=""portrait"" /></fig></sec><sec><title>One-line summary</title><p>RNA polymerase IV maintains chromatin states to influence regulation of protein coding genes.</p></sec>",2021-08-25
9,10.1101/2021.08.22.457032,7,bioRxiv,Systems Biology,False,A multiscale spatiotemporal model explains succession in the early infant gut microbiota as a switch from aerobic to anaerobic metabolism,"[{'name': 'David M. Versluis'}, {'name': 'Ruud Schoemaker'}, {'name': 'Ellen Looijesteijn'}, {'name': 'Daniël Muysken'}, {'name': 'Prescilla V. Jeurink'}, {'name': 'Marcel Paques'}, {'name': 'Jan M. W. Geurts'}, {'name': 'Roeland M. H. Merks'}]","<p>The human intestinal microbiome starts to form immediately after birth, and can greatly influence the health of the infant. During the first days facultative anaerobic species generally dominate, followed by a dominance of strictly anaerobic species, particularly <italic>Bifidobacterium</italic> species. An early transition to <italic>Bifidobacterium</italic> is associated with health benefits. To study the mechanisms of this transition and its hypothesised relation to oxygen, we introduce a multiscale mathematical model that considers metabolism, spatial bacterial population dynamics and resource sharing. Based on publicly available metabolic network data, the model predicts that differences in oxygen availability explain some of the observed individual variation in succession to anaerobic species. The model also predicts that anaerobic <italic>Bifidobacterium</italic> species become dominant through metabolizing lactose with a suboptimal yield, but a higher anaerobic growth rate than its competitors. The current work is the first step towards a more comprehensive understanding of the formation of a steady state adult colonic microbiota.</p>",2021-08-23
