,doi,tweets,archive,subject-area,covid,title,authors,abstract,posted
0,10.1101/2021.08.19.456982,812,bioRxiv,Genomics,False,Somatic mutation rates scale with lifespan across mammals,"[{'name': 'Alex Cagan'}, {'name': 'Adrian Baez-Ortega'}, {'name': 'Natalia Brzozowska'}, {'name': 'Federico Abascal'}, {'name': 'Tim H. H. Coorens'}, {'name': 'Mathijs A. Sanders'}, {'name': 'Andrew R. J. Lawson'}, {'name': 'Luke M. R. Harvey'}, {'name': 'Shriram G. Bhosle'}, {'name': 'David Jones'}, {'name': 'Raul E. Alcantara'}, {'name': 'Timothy M. Butler'}, {'name': 'Yvette Hooks'}, {'name': 'Kirsty Roberts'}, {'name': 'Elizabeth Anderson'}, {'name': 'Edmund Flach'}, {'name': 'Simon Spiro'}, {'name': 'Inez Januszczak'}, {'name': 'Ethan Wrigglesworth'}, {'name': 'Matthew W. Perkins'}, {'name': 'Robert Deaville'}, {'name': 'Megan Druce'}, {'name': 'Ruzhica Bogeska'}, {'name': 'Michael D. Milsom'}, {'name': 'Björn Neumann'}, {'name': 'Frank Gorman'}, {'name': 'Fernando Constantino-Casas'}, {'name': 'Laura Peachey'}, {'name': 'Diana Bochynska'}, {'name': 'Ewan St. John Smith'}, {'name': 'Moritz Gerstung'}, {'name': 'Peter J. Campbell'}, {'name': 'Elizabeth P. Murchison'}, {'name': 'Michael R. Stratton'}, {'name': 'Iñigo Martincorena'}]","<p>The rates and patterns of somatic mutation in normal tissues are largely unknown outside of humans. Comparative analyses can shed light on the diversity of mutagenesis across species and on long-standing hypotheses regarding the evolution of somatic mutation rates and their role in cancer and ageing. Here, we used whole-genome sequencing of 208 intestinal crypts from 56 individuals to study the landscape of somatic mutation across 16 mammalian species. We found somatic mutagenesis to be dominated by seemingly endogenous mutational processes in all species, including 5-methylcytosine deamination and oxidative damage. With some differences, mutational signatures in other species resembled those described in humans, although the relative contribution of each signature varied across species. Remarkably, the somatic mutation rate per year varied greatly across species and exhibited a strong inverse relationship with species lifespan, with no other life-history trait studied displaying a comparable association. Despite widely different life histories among the species surveyed, including ~30-fold variation in lifespan and ~40,000-fold variation in body mass, the somatic mutation burden at the end of lifespan varied only by a factor of ~3. These data unveil common mutational processes across mammals and suggest that somatic mutation rates are evolutionarily constrained and may be a determinant of lifespan.</p>",2021-08-19
1,10.1101/2021.08.16.21261912,190,medRxiv,Infectious Diseases (except HIV/AIDS),True,"Genomic profiles of Covishield and Covaxin breakthrough SARS-CoV-2 strains from Odisha, India","[{'name': 'Arup Ghosh'}, {'name': 'Safal Walia'}, {'name': 'Roma Rattan'}, {'name': 'Amol Kanampalliwar'}, {'name': 'Atimukta Jha'}, {'name': 'Shifu Aggarwal'}, {'name': 'Sana Fatma'}, {'name': 'Niyati Das'}, {'name': 'Nirupama Chayani'}, {'name': 'Punit Prasad'}, {'name': 'Sunil K. Raghav'}, {'name': 'Ajay Parida'}]",<p>Vaccine breakthrough infections pose a vast challenge in the eradication of the COVID pandemic situation. Emerging SARS-CoV-2 variants of concern infecting the immunized individuals indicate an ongoing battle between host immunity and natural selection of the pathogen. Our report sheds light on the prominent SARS-CoV-2 variations observed in the isolates from AZD1222/Covishield and BBV152/Covaxin vaccinated subjects.</p>,2021-08-20
2,10.1101/2021.08.15.21262067,102,medRxiv,Infectious Diseases (except HIV/AIDS),True,Significant reduction in humoral immunity among healthcare workers and nursing home residents 6 months after COVID-19 BNT162b2 mRNA vaccination,"[{'name': 'David H. Canaday'}, {'name': 'Oladayo A. Oyebanji'}, {'name': 'Debbie Keresztesy'}, {'name': 'Michael Payne'}, {'name': 'Dennis Wilk'}, {'name': 'Lenore Carias'}, {'name': 'Htin Aung'}, {'name': 'Kerri St. Denis'}, {'name': 'Evan C. Lam'}, {'name': 'Christopher F. Rowley'}, {'name': 'Sarah D. Berry'}, {'name': 'Cheryl M. Cameron'}, {'name': 'Mark J. Cameron'}, {'name': 'Brigid Wilson'}, {'name': 'Alejandro B. Balazs'}, {'name': 'Christopher L. King'}, {'name': 'Stefan Gravenstein'}]","<p>High COVID-19 mortality among nursing home (NH) residents led to their prioritization for SARS-CoV-2 vaccination; most NH residents received BNT162b2 mRNA vaccination under the Emergency Use Authorization due to first to market and its availability. With NH residents’ poor initial vaccine response, the rise of NH breakthrough infections and outbreaks, characterization of the durability of immunity to inform public health policy on the need for boosting is needed. We report on humoral immunity from 2 weeks to 6-months post-vaccination in 120 NH residents and 92 ambulatory healthcare worker controls with and without pre-vaccination SARS-CoV-2 infection. Anti-spike and anti-receptor binding domain (RBD) IgG, and serum neutralization titers, were assessed using a bead-based ELISA method and pseudovirus neutralization assay. Anti-spike, anti-RBD and neutralization levels dropped more than 80% over 6 months’ time in all groups irrespective of prior SARS-CoV-2 infection. At 6 months post-vaccine, 72% of the infection-naive NH residents had neutralization titers at or below the lower limit of detection compared to 16% at 2 weeks after full vaccination. These data demonstrate a significant reduction in levels of antibody in all groups. In particular, those infection-naive NH residents had lower initial post-vaccination humoral immunity immediately and exhibited the greatest declines 6 months later. Healthcare workers, given their younger age and relative good-health, achieved higher initial antibody levels and better maintained them, yet also experienced significant declines in humoral immunity. Based on the rapid spread of the delta variant and reports of vaccine breakthrough in NH and among younger community populations, boosting NH residents may be warranted.</p>",2021-08-18
3,10.1101/2021.08.16.456551,59,bioRxiv,Molecular Biology,False,Tuning levels of low-complexity domain interactions to modulate endogenous oncogenic transcription,"[{'name': 'Shasha Chong'}, {'name': 'Thomas G.W. Graham'}, {'name': 'Claire Dugast-Darzacq'}, {'name': 'Gina M. Dailey'}, {'name': 'Xavier Darzacq'}, {'name': 'Robert Tjian'}]","<p>Gene activation by mammalian transcription factors (TFs) requires dynamic, multivalent, and selective interactions of their intrinsically disordered low-complexity domains (LCDs), but how such interactions mediate transcription remains unclear. It has been proposed that extensive LCD-LCD interactions culminating in liquid-liquid phase separation (LLPS) of TFs is the dominant mechanism underlying transactivation. Here, we investigated how tuning the amount and localization of LCD-LCD interactions <italic>in vivo</italic> affects transcription of endogenous human genes. Quantitative single-cell and single-molecule imaging reveals that the oncogenic TF EWS/FLI1 requires a finely tuned range of LCD-LCD interactions to efficiently activate target genes. Modest or more dramatic increases in LCD-LCD interactions toward putative LLPS repress EWS/FLI1-driven transcription in patient cells. Likewise, ectopically creating LCD-LCD interactions to sequester EWS/FLI1 into a bona fide LLPS compartment, the nucleolus, inhibits EWS/FLI1-driven transcription and oncogenic transformation. Our findings reveal fundamental principles underlying LCD-mediated transcription and suggest mislocalizing specific LCD-LCD interactions as a novel therapeutic strategy for targeting disease-causing TFs.</p>",2021-08-17
4,10.1101/2021.08.20.457082,44,bioRxiv,Microbiology,False,A nitrite-oxidizing bacterium constitutively consumes atmospheric hydrogen,"[{'name': 'Pok Man Leung'}, {'name': 'Anne Daebeler'}, {'name': 'Eleonora Chiri'}, {'name': 'Paul R. F. Cordero'}, {'name': 'Iresha Hanchapola'}, {'name': 'David L. Gillett'}, {'name': 'Ralf B Schittenhelm'}, {'name': 'Holger Daims'}, {'name': 'Chris Greening'}]","<p>Chemolithoautotrophic nitrite-oxidizing bacteria (NOB) of the genus Nitrospira contribute to nitrification in diverse natural environments and engineered systems. Nitrospira are thought to be well-adapted to substrate limitation owing to their high affinity for nitrite and capacity to use alternative energy sources. Here, we demonstrate that the canonical nitrite oxidizer Nitrospira moscoviensis oxidizes hydrogen (H2) below atmospheric levels using a high-affinity group 2a nickel-iron hydrogenase [Km(app) = 32 nM]. Atmospheric H2 oxidation occurred under both nitrite-replete and nitrite-deplete conditions, suggesting low-potential electrons derived from H2 oxidation promote nitrite-dependent growth and enable survival during nitrite limitation. Proteomic analyses confirmed the hydrogenase was abundant under both conditions and indicated extensive metabolic changes occur to reduce energy expenditure and growth under nitrite-deplete conditions. Respirometry analysis indicates the hydrogenase and nitrite oxidoreductase are bona fide components of the aerobic respiratory chain of N. moscoviensis, though they transfer electrons to distinct electron carriers in accord with the contrasting redox potentials of their substrates. Collectively, this study suggests atmospheric H2 oxidation enhances the growth and survival of NOB in amid variability of nitrite supply. These findings also extend the phenomenon of atmospheric H2 oxidation to a seventh phylum (Nitrospirota) and reveal unexpected new links between the global hydrogen and nitrogen cycles.</p>",2021-08-20
5,10.1101/2021.08.20.457057,42,bioRxiv,Bioinformatics,False,MultiVI: deep generative model for the integration of multi-modal data,"[{'name': 'Tal Ashuach'}, {'name': 'Mariano I Gabitto'}, {'name': 'Michael I Jordan'}, {'name': 'Nir Yosef'}]","<p>The ability to jointly profile the transcriptional and chromatin landscape of single-cells has emerged as a powerful technique to identify cellular populations and shed light on their regulation of gene expression. Current computational methods analyze jointly profiled (paired) or individual data modalities (unpaired), but do not offer a principled method to analyze both paired and unpaired samples jointly. Here we present MultiVI, a probabilistic framework that leverages deep neural networks to jointly analyze scRNA, scATAC and multiomic (scRNA + scATAC) data. MultiVI creates an informative low-dimensional latent space that accurately reflects both chromatin and transcriptional properties of the cells even when one of the modalities is missing. MultiVI accounts for technical effects in both scRNA and scATAC-seq while correcting for batch effects in both data modalities. We use public datasets to demonstrate that MultiVI is stable, easy to use, and outperforms current approaches for the joint analysis of paired and unpaired data. MultiVI is available as an open source package, implemented in the scvi-tools framework: https://docs.scvi-tools.org</p>",2021-08-20
6,10.1101/2021.08.17.21262195,41,medRxiv,Epidemiology,True,COVID-19 Incidence and Hospitalization Rates are Inversely Related to Vaccination Coverage Among the 112 Most Populous Counties in the United States,[{'name': 'Jeffrey E Harris'}],"<p>We tested whether COVID-19 incidence and hospitalization rates were inversely related to vaccination coverage among the 112 most populous counties in the United States, each with a population exceeding 600,000, and together with a combined total population of 147 million persons. We measured vaccination coverage as the percent of the total population fully vaccinated as of July 15, 2021, with the exception of 11 Texas counties, where the cutoff date was July 14, 2021. We measured COVID-19 incidence as the number of confirmed cases per 100,000 population during the 14-day period ending August 12, 2021. We measured hospitalization rates as the number of confirmed COVID-19 admissions per 100,000 population during the same 14-day period. COVID-19 incidence was significantly higher among counties in the lower half of the distribution of vaccination coverage (incidence 543.8 per 100,000 among 56 counties with mean coverage 42.61%) than among counties in the upper half of the distribution of coverage (incidence 280.7 per 100,000 among 56 counties with mean coverage 57.37%, p &lt; 0.0001). Hospital admissions were also significantly higher among counties in the lower half of the distribution (55.37 per 100,000) than in the upper half of the distribution (20.48 per 100,000, p &lt; 0.0001). In log-linear regression models, a 10-percentage-point increase in vaccination coverage was associated with a 28.3% decrease in COVID-19 incidence (95% confidence interval, 16.8 - 39.7%), a 44.9 percent decrease in the rate of COVID-19 hospitalization (95% CI, 28.8 - 61.0%), and a 16.6% decrease in COVID-19 hospitalizations per 100 cases (95% CI, 8.4 - 24.8%). Higher vaccination coverage is associated not only with significantly lower COVID-19 incidence, but also significantly less severe cases of the disease.</p>",2021-08-20
7,10.1101/2021.08.20.457079,40,bioRxiv,Neuroscience,False,Humans and mice fluctuate between external and internal modes of sensory processing,"[{'name': 'Veith Andreas Weilnhammer'}, {'name': 'Heiner Stuke'}, {'name': 'Anna-Lena Eckert'}, {'name': 'Kai Standvoss'}, {'name': 'Philipp Sterzer'}]","<p>Perception cycles through periods of enhanced and reduced sensitivity to external information. Here, we asked whether such infra-slow oscillations arise as a noise-related epiphenomenon of limited processing capacity or, alternatively, represent a structured mechanism of perceptual inference. Using two large-scale datasets, we found that humans and mice waver between alternating intervals of externally- and internally-oriented modes of sensory analysis. During external mode, perception was more sensitive to external sensory information, whereas internal mode was characterized by enhanced biases toward perceptual history. Computational modeling indicated that dynamic changes in mode are governed by two interlinked factors: (i), the integration of subsequent stimuli over time and, (ii), infra-slow anti-phase oscillations in the perceptual impact of external sensory information versus internal predictions that are provided by perceptual history. Between-mode fluctuations may benefit perception by enabling the generation of stable representations of the environment despite an ongoing stream of noisy sensory inputs.</p>",2021-08-20
8,10.1101/2021.08.21.457186,40,bioRxiv,Evolutionary Biology,False,Evidence of long-term purging of mutation load in killer whale genomes,"[{'name': 'Andrew D Foote'}, {'name': 'Thomas P Gilbert'}, {'name': 'Shyam Gopalakrishnan'}, {'name': 'Marie Louis'}, {'name': 'Michael Martin'}, {'name': 'Phillip A. Morin'}, {'name': 'Milaja Nykanen'}, {'name': 'Camilla Scharff-Olsen'}, {'name': 'Laurent A. Excoffier'}]","<p>Genomes of high latitude killer whales harbour signatures of post-glacial founding and expansion. Here, we investigate whether reduced efficacy of selection increased mutation load in founder populations, or whether recessive deleterious mutations exposed to selection in homozygous genotypes were purged. Comparing the accumulation of synonymous and non-synonymous mutations across pairs of globally sampled genomes reveals that the most significant outliers are high latitude North Atlantic genomes, which have accumulated significantly fewer non-synonymous mutations than all other populations. Comparisons with the genome of a 7.5-Kyr-old North Atlantic killer whale, inferred to be closely related to the population directly ancestral to present-day Icelandic and Norwegian populations, calibrates the timing of the action of selection on non-synonymous mutations predominantly to the mid-late Holocene. Non-synonymous mutations purged in modern Norwegian killer whale genomes are found as globally shared standing variation in heterozygote genotypes more often than expected, suggesting overdominance. Taken together, our findings are consistent with purging of recessive non-synonymous mutations exposed to selection in founder-associated homozygous genotypes.</p>",2021-08-21
9,10.1101/2021.08.16.456499,36,bioRxiv,Bioinformatics,False,scFlow: A Scalable and Reproducible Analysis Pipeline for Single-Cell RNA Sequencing Data,"[{'name': 'Combiz Khozoie'}, {'name': 'Nurun Fancy'}, {'name': 'Mahdi M. Marjaneh'}, {'name': 'Alan E. Murphy'}, {'name': 'Paul M. Matthews'}, {'name': 'Nathan Skene'}]","<p>Advances in single-cell RNA-sequencing technology over the last decade have enabled exponential increases in throughput: datasets with over a million cells are becoming commonplace. The burgeoning scale of data generation, combined with the proliferation of alternative analysis methods, led us to develop the scFlow toolkit and the nf-core/scflow pipeline for reproducible, efficient, and scalable analyses of single-cell and single-nuclei RNA-sequencing data. The scFlow toolkit provides a higher level of abstraction on top of popular single-cell packages within an R ecosystem, while the nf-core/scflow Nextflow pipeline is built within the nf-core framework to enable compute infrastructure-independent deployment across all institutions and research facilities. Here we present our flexible pipeline, which leverages the advantages of containerization and the potential of Cloud computing for easy orchestration and scaling of the analysis of large case/control datasets by even non-expert users. We demonstrate the functionality of the analysis pipeline from sparse-matrix quality control through to insight discovery with examples of analysis of four recently published public datasets and describe the extensibility of scFlow as a modular, open-source tool for single-cell and single nuclei bioinformatic analyses.</p>",2021-08-19
